지역명,연도,월,평당분양가격,전용면적
대구,2017,9,11398.199999999999,60㎡
대구,2017,9,12619.199999999999,60㎡~85㎡
대구,2017,9,,85㎡~102㎡
대구,2017,9,13440.9,102㎡~
광주,2017,9,9718.5,모든면적
광주,2017,9,,60㎡
광주,2017,9,9685.5,60㎡~85㎡
광주,2017,9,9504.0,85㎡~102㎡
광주,2017,9,10022.1,102㎡~
대전,2017,9,9550.199999999999,모든면적
대전,2017,9,9962.699999999999,60㎡
대전,2017,9,9428.1,60㎡~85㎡
대전,2017,9,9352.199999999999,85㎡~102㎡
대전,2017,9,14282.4,102㎡~
울산,2017,9,11820.599999999999,모든면적
울산,2017,9,9583.199999999999,60㎡
울산,2017,9,11860.199999999999,60㎡~85㎡
울산,2017,9,,85㎡~102㎡
울산,2017,9,10352.099999999999,102㎡~
세종,2017,9,9101.4,모든면적
세종,2017,9,9249.9,60㎡
세종,2017,9,8857.199999999999,60㎡~85㎡
세종,2017,9,9226.8,85㎡~102㎡
세종,2017,9,9236.699999999999,102㎡~
강원,2017,9,7375.5,모든면적
강원,2017,9,7382.099999999999,60㎡
강원,2017,9,7342.5,60㎡~85㎡
강원,2017,9,7329.299999999999,85㎡~102㎡
강원,2017,9,7652.7,102㎡~
충북,2017,9,6778.2,모든면적
충북,2017,9,7134.599999999999,60㎡
충북,2017,9,6774.9,60㎡~85㎡
충북,2017,9,8457.9,85㎡~102㎡
충북,2017,9,8250.0,102㎡~
충남,2017,9,7448.099999999999,모든면적
충남,2017,9,7682.4,60㎡
충남,2017,9,7487.7,60㎡~85㎡
충남,2017,9,9777.9,85㎡~102㎡
충남,2017,9,8655.9,102㎡~
전북,2017,9,7322.7,모든면적
전북,2017,9,7570.2,60㎡
전북,2017,9,7322.7,60㎡~85㎡
전북,2017,9,,85㎡~102㎡
전북,2017,9,7055.4,102㎡~
전남,2017,9,7306.2,모든면적
전남,2017,9,7098.299999999999,60㎡
전남,2017,9,7329.299999999999,60㎡~85㎡
전남,2017,9,7560.299999999999,85㎡~102㎡
전남,2017,9,7250.099999999999,102㎡~
경북,2017,9,8015.7,모든면적
경북,2017,9,8210.4,60㎡
경북,2017,9,7962.9,60㎡~85㎡
경북,2017,9,9461.1,85㎡~102㎡
경북,2017,9,9797.699999999999,102㎡~
경남,2017,9,8283.0,모든면적
경남,2017,9,8655.9,60㎡
경남,2017,9,8230.199999999999,60㎡~85㎡
경남,2017,9,13143.9,85㎡~102㎡
경남,2017,9,10388.4,102㎡~
제주,2017,9,10632.599999999999,모든면적
제주,2017,9,17754.0,60㎡
제주,2017,9,10395.0,60㎡~85㎡
제주,2017,9,,85㎡~102㎡
제주,2017,9,,102㎡~
서울,2017,10,21707.399999999998,모든면적
서울,2017,10,22489.5,60㎡
서울,2017,10,19582.2,60㎡~85㎡
서울,2017,10,24004.199999999997,85㎡~102㎡
서울,2017,10,21644.699999999997,102㎡~
인천,2017,10,10890.0,모든면적
인천,2017,10,10989.0,60㎡
인천,2017,10,10909.8,60㎡~85㎡
인천,2017,10,11368.5,85㎡~102㎡
인천,2017,10,15955.5,102㎡~
경기,2017,10,11962.5,모든면적
경기,2017,10,12635.699999999999,60㎡
경기,2017,10,11794.199999999999,60㎡~85㎡
경기,2017,10,12437.699999999999,85㎡~102㎡
경기,2017,10,13229.699999999999,102㎡~
부산,2017,10,12285.9,모든면적
부산,2017,10,11837.099999999999,60㎡
부산,2017,10,12325.5,60㎡~85㎡
부산,2017,10,11398.199999999999,85㎡~102㎡
부산,2017,10,11711.699999999999,102㎡~
대구,2017,10,12668.699999999999,모든면적
대구,2017,10,11398.199999999999,60㎡
대구,2017,10,12619.199999999999,60㎡~85㎡
대구,2017,10,,85㎡~102㎡
대구,2017,10,13440.9,102㎡~
광주,2017,10,9609.6,모든면적
광주,2017,10,9160.8,60㎡
광주,2017,10,9589.8,60㎡~85㎡
광주,2017,10,9504.0,85㎡~102㎡
광주,2017,10,9952.8,102㎡~
대전,2017,10,9005.699999999999,모든면적
대전,2017,10,9005.699999999999,60㎡
대전,2017,10,8959.5,60㎡~85㎡
대전,2017,10,10121.1,85㎡~102㎡
대전,2017,10,,102㎡~
울산,2017,10,11170.5,모든면적
울산,2017,10,9583.199999999999,60㎡
울산,2017,10,11180.4,60㎡~85㎡
울산,2017,10,,85㎡~102㎡
울산,2017,10,9111.3,102㎡~
세종,2017,10,9104.699999999999,모든면적
세종,2017,10,9108.0,60㎡
세종,2017,10,8985.9,60㎡~85㎡
세종,2017,10,9207.0,85㎡~102㎡
세종,2017,10,9197.1,102㎡~
강원,2017,10,7520.7,모든면적
강원,2017,10,7342.5,60㎡
강원,2017,10,7477.799999999999,60㎡~85㎡
강원,2017,10,6639.599999999999,85㎡~102㎡
강원,2017,10,7893.599999999999,102㎡~
충북,2017,10,6798.0,모든면적
충북,2017,10,7134.599999999999,60㎡
충북,2017,10,6791.4,60㎡~85㎡
충북,2017,10,8457.9,85㎡~102㎡
충북,2017,10,8250.0,102㎡~
충남,2017,10,7533.9,모든면적
충남,2017,10,7926.599999999999,60㎡
충남,2017,10,7583.4,60㎡~85㎡
충남,2017,10,9777.9,85㎡~102㎡
충남,2017,10,8655.9,102㎡~
전북,2017,10,7200.599999999999,모든면적
전북,2017,10,7454.7,60㎡
전북,2017,10,7170.9,60㎡~85㎡
전북,2017,10,,85㎡~102㎡
전북,2017,10,7055.4,102㎡~
전남,2017,10,7606.5,모든면적
전남,2017,10,7936.5,60㎡
전남,2017,10,7471.2,60㎡~85㎡
전남,2017,10,7560.299999999999,85㎡~102㎡
전남,2017,10,7903.5,102㎡~
경북,2017,10,7811.099999999999,모든면적
경북,2017,10,7797.9,60㎡
경북,2017,10,7774.799999999999,60㎡~85㎡
경북,2017,10,9461.1,85㎡~102㎡
경북,2017,10,9797.699999999999,102㎡~
경남,2017,10,8038.799999999999,모든면적
경남,2017,10,8520.6,60㎡
경남,2017,10,7966.2,60㎡~85㎡
경남,2017,10,9804.3,85㎡~102㎡
경남,2017,10,9847.199999999999,102㎡~
제주,2017,10,10632.599999999999,모든면적
제주,2017,10,17754.0,60㎡
제주,2017,10,10395.0,60㎡~85㎡
제주,2017,10,,85㎡~102㎡
제주,2017,10,,102㎡~
서울,2017,11,21968.1,모든면적
서울,2017,11,22872.3,60㎡
서울,2017,11,19466.7,60㎡~85㎡
서울,2017,11,24126.3,85㎡~102㎡
서울,2017,11,22704.0,102㎡~
인천,2017,11,10890.0,모든면적
인천,2017,11,10989.0,60㎡
인천,2017,11,10909.8,60㎡~85㎡
인천,2017,11,11368.5,85㎡~102㎡
인천,2017,11,15955.5,102㎡~
경기,2017,11,11738.099999999999,모든면적
경기,2017,11,12295.8,60㎡
경기,2017,11,11639.099999999999,60㎡~85㎡
경기,2017,11,12035.099999999999,85㎡~102㎡
경기,2017,11,13289.099999999999,102㎡~
부산,2017,11,12606.0,모든면적
부산,2017,11,12276.0,60㎡
부산,2017,11,12467.4,60㎡~85㎡
부산,2017,11,12256.199999999999,85㎡~102㎡
부산,2017,11,12813.9,102㎡~
대구,2017,11,12071.4,모든면적
대구,2017,11,11437.8,60㎡
대구,2017,11,12058.199999999999,60㎡~85㎡
대구,2017,11,,85㎡~102㎡
대구,2017,11,12464.099999999999,102㎡~
광주,2017,11,9553.5,모든면적
광주,2017,11,9160.8,60㎡
광주,2017,11,9530.4,60㎡~85㎡
광주,2017,11,,85㎡~102㎡
광주,2017,11,9454.5,102㎡~
대전,2017,11,9180.6,모든면적
대전,2017,11,8886.9,60㎡
대전,2017,11,9117.9,60㎡~85㎡
대전,2017,11,10121.1,85㎡~102㎡
대전,2017,11,,102㎡~
울산,2017,11,11134.199999999999,모든면적
울산,2017,11,9583.199999999999,60㎡
울산,2017,11,11147.4,60㎡~85㎡
울산,2017,11,,85㎡~102㎡
울산,2017,11,9111.3,102㎡~
세종,2017,11,9108.0,모든면적
세종,2017,11,9108.0,60㎡
세종,2017,11,8985.9,60㎡~85㎡
세종,2017,11,9207.0,85㎡~102㎡
세종,2017,11,9279.6,102㎡~
강원,2017,11,7652.7,모든면적
강원,2017,11,7398.599999999999,60㎡
강원,2017,11,7619.7,60㎡~85㎡
강원,2017,11,7335.9,85㎡~102㎡
강원,2017,11,9078.3,102㎡~
충북,2017,11,6854.099999999999,모든면적
충북,2017,11,7269.9,60㎡
충북,2017,11,6850.799999999999,60㎡~85㎡
충북,2017,11,7494.299999999999,85㎡~102㎡
충북,2017,11,8263.199999999999,102㎡~
충남,2017,11,7451.4,모든면적
충남,2017,11,7929.9,60㎡
충남,2017,11,7494.299999999999,60㎡~85㎡
충남,2017,11,,85㎡~102㎡
충남,2017,11,7533.9,102㎡~
전북,2017,11,7260.0,모든면적
전북,2017,11,7454.7,60㎡
전북,2017,11,7233.599999999999,60㎡~85㎡
전북,2017,11,,85㎡~102㎡
전북,2017,11,8055.299999999999,102㎡~
전남,2017,11,7883.7,모든면적
전남,2017,11,7821.0,60㎡
전남,2017,11,7797.9,60㎡~85㎡
전남,2017,11,7560.299999999999,85㎡~102㎡
전남,2017,11,8220.3,102㎡~
경북,2017,11,7887.0,모든면적
경북,2017,11,7943.099999999999,60㎡
경북,2017,11,7863.9,60㎡~85㎡
경북,2017,11,,85㎡~102㎡
경북,2017,11,9850.5,102㎡~
경남,2017,11,8649.3,모든면적
경남,2017,11,8976.0,60㎡
경남,2017,11,8517.3,60㎡~85㎡
경남,2017,11,9616.199999999999,85㎡~102㎡
경남,2017,11,9365.4,102㎡~
제주,2017,11,11748.0,모든면적
제주,2017,11,17754.0,60㎡
제주,2017,11,11474.099999999999,60㎡~85㎡
제주,2017,11,,85㎡~102㎡
제주,2017,11,,102㎡~
서울,2017,12,22129.8,모든면적
서울,2017,12,23116.5,60㎡
서울,2017,12,19364.399999999998,60㎡~85㎡
서울,2017,12,24677.399999999998,85㎡~102㎡
서울,2017,12,22822.8,102㎡~
인천,2017,12,10949.4,모든면적
인천,2017,12,11068.199999999999,60㎡
인천,2017,12,10969.199999999999,60㎡~85㎡
인천,2017,12,11477.4,85㎡~102㎡
인천,2017,12,15955.5,102㎡~
경기,2017,12,11936.099999999999,모든면적
경기,2017,12,12635.699999999999,60㎡
경기,2017,12,11721.599999999999,60㎡~85㎡
경기,2017,12,12196.8,85㎡~102㎡
경기,2017,12,13632.3,102㎡~
부산,2017,12,12678.599999999999,모든면적
부산,2017,12,12332.099999999999,60㎡
부산,2017,12,12549.9,60㎡~85㎡
부산,2017,12,12183.599999999999,85㎡~102㎡
부산,2017,12,12767.699999999999,102㎡~
대구,2017,12,11751.3,모든면적
대구,2017,12,11437.8,60㎡
대구,2017,12,11761.199999999999,60㎡~85㎡
대구,2017,12,,85㎡~102㎡
대구,2017,12,11691.9,102㎡~
광주,2017,12,9556.8,모든면적
광주,2017,12,9160.8,60㎡
광주,2017,12,9537.0,60㎡~85㎡
광주,2017,12,,85㎡~102㎡
광주,2017,12,9454.5,102㎡~
대전,2017,12,8929.8,모든면적
대전,2017,12,8672.4,60㎡
대전,2017,12,8877.0,60㎡~85㎡
대전,2017,12,10121.1,85㎡~102㎡
대전,2017,12,,102㎡~
울산,2017,12,10434.599999999999,모든면적
울산,2017,12,,60㎡
울산,2017,12,10434.599999999999,60㎡~85㎡
울산,2017,12,,85㎡~102㎡
울산,2017,12,,102㎡~
세종,2017,12,10431.3,모든면적
세종,2017,12,,60㎡
세종,2017,12,10441.199999999999,60㎡~85㎡
세종,2017,12,10226.699999999999,85㎡~102㎡
세종,2017,12,10649.099999999999,102㎡~
강원,2017,12,7596.599999999999,모든면적
강원,2017,12,7269.9,60㎡
강원,2017,12,7566.9,60㎡~85㎡
강원,2017,12,7388.7,85㎡~102㎡
강원,2017,12,8906.699999999999,102㎡~
충북,2017,12,6854.099999999999,모든면적
충북,2017,12,7269.9,60㎡
충북,2017,12,6850.799999999999,60㎡~85㎡
충북,2017,12,7494.299999999999,85㎡~102㎡
충북,2017,12,8263.199999999999,102㎡~
충남,2017,12,7778.099999999999,모든면적
충남,2017,12,8269.8,60㎡
충남,2017,12,7830.9,60㎡~85㎡
충남,2017,12,,85㎡~102㎡
충남,2017,12,7533.9,102㎡~
전북,2017,12,7345.799999999999,모든면적
전북,2017,12,7454.7,60㎡
전북,2017,12,7309.5,60㎡~85㎡
전북,2017,12,7329.299999999999,85㎡~102㎡
전북,2017,12,8028.9,102㎡~
전남,2017,12,7920.0,모든면적
전남,2017,12,8009.099999999999,60㎡
전남,2017,12,7860.599999999999,60㎡~85㎡
전남,2017,12,7560.299999999999,85㎡~102㎡
전남,2017,12,7995.9,102㎡~
경북,2017,12,7887.0,모든면적
경북,2017,12,7943.099999999999,60㎡
경북,2017,12,7863.9,60㎡~85㎡
경북,2017,12,,85㎡~102㎡
경북,2017,12,9850.5,102㎡~
경남,2017,12,8896.8,모든면적
경남,2017,12,9187.199999999999,60㎡
경남,2017,12,8797.8,60㎡~85㎡
경남,2017,12,9616.199999999999,85㎡~102㎡
경남,2017,12,9358.8,102㎡~
제주,2017,12,11807.4,모든면적
제주,2017,12,17754.0,60㎡
제주,2017,12,11441.099999999999,60㎡~85㎡
제주,2017,12,,85㎡~102㎡
제주,2017,12,9995.699999999999,102㎡~
서울,2018,1,21855.899999999998,모든면적
서울,2018,1,22763.399999999998,60㎡
서울,2018,1,19328.1,60㎡~85㎡
서울,2018,1,24677.399999999998,85㎡~102㎡
서울,2018,1,22822.8,102㎡~
인천,2018,1,10998.9,모든면적
인천,2018,1,11140.8,60㎡
인천,2018,1,10969.199999999999,60㎡~85㎡
인천,2018,1,11477.4,85㎡~102㎡
인천,2018,1,15955.5,102㎡~
경기,2018,1,12691.8,모든면적
경기,2018,1,13592.699999999999,60㎡
경기,2018,1,12516.9,60㎡~85㎡
경기,2018,1,14355.0,85㎡~102㎡
경기,2018,1,15285.599999999999,102㎡~
부산,2018,1,12678.599999999999,모든면적
부산,2018,1,12332.099999999999,60㎡
부산,2018,1,12549.9,60㎡~85㎡
부산,2018,1,12183.599999999999,85㎡~102㎡
부산,2018,1,12767.699999999999,102㎡~
대구,2018,1,11830.5,모든면적
대구,2018,1,11619.3,60㎡
대구,2018,1,11837.099999999999,60㎡~85㎡
대구,2018,1,,85㎡~102㎡
대구,2018,1,11691.9,102㎡~
광주,2018,1,9550.199999999999,모든면적
광주,2018,1,9160.8,60㎡
광주,2018,1,9527.1,60㎡~85㎡
광주,2018,1,,85㎡~102㎡
광주,2018,1,9454.5,102㎡~
대전,2018,1,9055.199999999999,모든면적
대전,2018,1,8672.4,60㎡
대전,2018,1,9075.0,60㎡~85㎡
대전,2018,1,10121.1,85㎡~102㎡
대전,2018,1,,102㎡~
울산,2018,1,10434.599999999999,모든면적
울산,2018,1,,60㎡
울산,2018,1,10434.599999999999,60㎡~85㎡
울산,2018,1,,85㎡~102㎡
울산,2018,1,,102㎡~
세종,2018,1,10431.3,모든면적
세종,2018,1,,60㎡
세종,2018,1,10441.199999999999,60㎡~85㎡
세종,2018,1,10226.699999999999,85㎡~102㎡
세종,2018,1,10649.099999999999,102㎡~
강원,2018,1,7669.2,모든면적
강원,2018,1,7312.799999999999,60㎡
강원,2018,1,7662.599999999999,60㎡~85㎡
강원,2018,1,8550.3,85㎡~102㎡
강원,2018,1,8923.199999999999,102㎡~
충북,2018,1,6854.099999999999,모든면적
충북,2018,1,7269.9,60㎡
충북,2018,1,6850.799999999999,60㎡~85㎡
충북,2018,1,7494.299999999999,85㎡~102㎡
충북,2018,1,8263.199999999999,102㎡~
충남,2018,1,7900.2,모든면적
충남,2018,1,7989.299999999999,60㎡
충남,2018,1,7949.7,60㎡~85㎡
충남,2018,1,,85㎡~102㎡
충남,2018,1,7533.9,102㎡~
전북,2018,1,7345.799999999999,모든면적
전북,2018,1,7454.7,60㎡
전북,2018,1,7309.5,60㎡~85㎡
전북,2018,1,7329.299999999999,85㎡~102㎡
전북,2018,1,8028.9,102㎡~
전남,2018,1,7920.0,모든면적
전남,2018,1,8009.099999999999,60㎡
전남,2018,1,7854.0,60㎡~85㎡
전남,2018,1,8114.7,85㎡~102㎡
전남,2018,1,8111.4,102㎡~
경북,2018,1,8055.299999999999,모든면적
경북,2018,1,8332.5,60㎡
경북,2018,1,8035.5,60㎡~85㎡
경북,2018,1,,85㎡~102㎡
경북,2018,1,9461.1,102㎡~
경남,2018,1,8896.8,모든면적
경남,2018,1,9187.199999999999,60㎡
경남,2018,1,8797.8,60㎡~85㎡
경남,2018,1,9616.199999999999,85㎡~102㎡
경남,2018,1,9358.8,102㎡~
제주,2018,1,11998.8,모든면적
제주,2018,1,17754.0,60㎡
제주,2018,1,11589.599999999999,60㎡~85㎡
제주,2018,1,,85㎡~102㎡
제주,2018,1,9995.699999999999,102㎡~
서울,2018,2,21882.3,모든면적
서울,2018,2,22793.1,60㎡
서울,2018,2,21030.899999999998,60㎡~85㎡
서울,2018,2,24733.5,85㎡~102㎡
서울,2018,2,22799.699999999997,102㎡~
인천,2018,2,11028.599999999999,모든면적
인천,2018,2,11328.9,60㎡
인천,2018,2,11015.4,60㎡~85㎡
인천,2018,2,11477.4,85㎡~102㎡
인천,2018,2,15955.5,102㎡~
경기,2018,2,12790.8,모든면적
경기,2018,2,14011.8,60㎡
경기,2018,2,12625.8,60㎡~85㎡
경기,2018,2,14358.3,85㎡~102㎡
경기,2018,2,15361.5,102㎡~
부산,2018,2,12705.0,모든면적
부산,2018,2,12355.199999999999,60㎡
부산,2018,2,12579.599999999999,60㎡~85㎡
부산,2018,2,12183.599999999999,85㎡~102㎡
부산,2018,2,12767.699999999999,102㎡~
대구,2018,2,11101.199999999999,모든면적
대구,2018,2,11619.3,60㎡
대구,2018,2,11104.5,60㎡~85㎡
대구,2018,2,,85㎡~102㎡
대구,2018,2,11691.9,102㎡~
광주,2018,2,9550.199999999999,모든면적
광주,2018,2,9160.8,60㎡
광주,2018,2,9527.1,60㎡~85㎡
광주,2018,2,,85㎡~102㎡
광주,2018,2,9454.5,102㎡~
대전,2018,2,9527.1,모든면적
대전,2018,2,8243.4,60㎡
대전,2018,2,9510.6,60㎡~85㎡
대전,2018,2,10121.1,85㎡~102㎡
대전,2018,2,,102㎡~
울산,2018,2,10474.199999999999,모든면적
울산,2018,2,,60㎡
울산,2018,2,10474.199999999999,60㎡~85㎡
울산,2018,2,,85㎡~102㎡
울산,2018,2,,102㎡~
세종,2018,2,10431.3,모든면적
세종,2018,2,,60㎡
세종,2018,2,10441.199999999999,60㎡~85㎡
세종,2018,2,10226.699999999999,85㎡~102㎡
세종,2018,2,10649.099999999999,102㎡~
강원,2018,2,7665.9,모든면적
강원,2018,2,7431.599999999999,60㎡
강원,2018,2,7656.0,60㎡~85㎡
강원,2018,2,8563.5,85㎡~102㎡
강원,2018,2,9424.8,102㎡~
충북,2018,2,7147.799999999999,모든면적
충북,2018,2,7748.4,60㎡
충북,2018,2,7144.5,60㎡~85㎡
충북,2018,2,7494.299999999999,85㎡~102㎡
충북,2018,2,8200.5,102㎡~
충남,2018,2,7900.2,모든면적
충남,2018,2,7989.299999999999,60㎡
충남,2018,2,7949.7,60㎡~85㎡
충남,2018,2,,85㎡~102㎡
충남,2018,2,7533.9,102㎡~
전북,2018,2,7500.9,모든면적
전북,2018,2,7203.9,60㎡
전북,2018,2,7461.299999999999,60㎡~85㎡
전북,2018,2,7329.299999999999,85㎡~102㎡
전북,2018,2,8012.4,102㎡~
전남,2018,2,7774.799999999999,모든면적
전남,2018,2,7352.4,60㎡
전남,2018,2,7712.099999999999,60㎡~85㎡
전남,2018,2,8114.7,85㎡~102㎡
전남,2018,2,7979.4,102㎡~
경북,2018,2,8055.299999999999,모든면적
경북,2018,2,8332.5,60㎡
경북,2018,2,8035.5,60㎡~85㎡
경북,2018,2,,85㎡~102㎡
경북,2018,2,9461.1,102㎡~
경남,2018,2,8903.4,모든면적
경남,2018,2,9187.199999999999,60㎡
경남,2018,2,8820.9,60㎡~85㎡
경남,2018,2,9616.199999999999,85㎡~102㎡
경남,2018,2,9358.8,102㎡~
제주,2018,2,12635.699999999999,모든면적
제주,2018,2,18024.6,60㎡
제주,2018,2,11688.599999999999,60㎡~85㎡
제주,2018,2,,85㎡~102㎡
제주,2018,2,9995.699999999999,102㎡~
서울,2018,3,22558.8,모든면적
서울,2018,3,23736.899999999998,60㎡
서울,2018,3,21624.899999999998,60㎡~85㎡
서울,2018,3,25815.899999999998,85㎡~102㎡
서울,2018,3,23898.6,102㎡~
인천,2018,3,11408.099999999999,모든면적
인천,2018,3,12388.199999999999,60㎡
인천,2018,3,11378.4,60㎡~85㎡
인천,2018,3,11203.5,85㎡~102㎡
인천,2018,3,15955.5,102㎡~
경기,2018,3,12790.8,모든면적
경기,2018,3,14018.4,60㎡
경기,2018,3,12625.8,60㎡~85㎡
경기,2018,3,14091.0,85㎡~102㎡
경기,2018,3,15315.3,102㎡~
부산,2018,3,12596.099999999999,모든면적
부산,2018,3,12058.199999999999,60㎡
부산,2018,3,12503.699999999999,60㎡~85㎡
부산,2018,3,12183.599999999999,85㎡~102㎡
부산,2018,3,12639.0,102㎡~
대구,2018,3,11193.599999999999,모든면적
대구,2018,3,11619.3,60㎡
대구,2018,3,11233.199999999999,60㎡~85㎡
대구,2018,3,,85㎡~102㎡
대구,2018,3,11691.9,102㎡~
광주,2018,3,9669.0,모든면적
광주,2018,3,9160.8,60㎡
광주,2018,3,9649.199999999999,60㎡~85㎡
광주,2018,3,,85㎡~102㎡
광주,2018,3,9454.5,102㎡~
대전,2018,3,9527.1,모든면적
대전,2018,3,8243.4,60㎡
대전,2018,3,9510.6,60㎡~85㎡
대전,2018,3,10121.1,85㎡~102㎡
대전,2018,3,,102㎡~
울산,2018,3,10474.199999999999,모든면적
울산,2018,3,,60㎡
울산,2018,3,10474.199999999999,60㎡~85㎡
울산,2018,3,,85㎡~102㎡
울산,2018,3,,102㎡~
세종,2018,3,10431.3,모든면적
세종,2018,3,,60㎡
세종,2018,3,10441.199999999999,60㎡~85㎡
세종,2018,3,10226.699999999999,85㎡~102㎡
세종,2018,3,10649.099999999999,102㎡~
강원,2018,3,7890.299999999999,모든면적
강원,2018,3,7487.7,60㎡
강원,2018,3,7877.099999999999,60㎡~85㎡
강원,2018,3,9339.0,85㎡~102㎡
강원,2018,3,9645.9,102㎡~
충북,2018,3,8101.5,모든면적
충북,2018,3,7748.4,60㎡
충북,2018,3,8104.799999999999,60㎡~85㎡
충북,2018,3,8154.299999999999,85㎡~102㎡
충북,2018,3,8190.599999999999,102㎡~
충남,2018,3,7900.2,모든면적
충남,2018,3,7989.299999999999,60㎡
충남,2018,3,7949.7,60㎡~85㎡
충남,2018,3,,85㎡~102㎡
충남,2018,3,7533.9,102㎡~
전북,2018,3,7467.9,모든면적
전북,2018,3,7203.9,60㎡
전북,2018,3,7425.0,60㎡~85㎡
전북,2018,3,7329.299999999999,85㎡~102㎡
전북,2018,3,8012.4,102㎡~
전남,2018,3,7748.4,모든면적
전남,2018,3,7352.4,60㎡
전남,2018,3,7708.799999999999,60㎡~85㎡
전남,2018,3,8669.1,85㎡~102㎡
전남,2018,3,8061.9,102㎡~
경북,2018,3,8052.0,모든면적
경북,2018,3,8332.5,60㎡
경북,2018,3,7989.299999999999,60㎡~85㎡
경북,2018,3,,85㎡~102㎡
경북,2018,3,9200.4,102㎡~
경남,2018,3,8900.1,모든면적
경남,2018,3,9197.1,60㎡
경남,2018,3,8817.6,60㎡~85㎡
경남,2018,3,9428.1,85㎡~102㎡
경남,2018,3,9560.1,102㎡~
제주,2018,3,12952.5,모든면적
제주,2018,3,18024.6,60㎡
제주,2018,3,12008.699999999999,60㎡~85㎡
제주,2018,3,,85㎡~102㎡
제주,2018,3,9995.699999999999,102㎡~
서울,2018,4,22575.3,모든면적
서울,2018,4,23746.8,60㎡
서울,2018,4,21648.0,60㎡~85㎡
서울,2018,4,25815.899999999998,85㎡~102㎡
서울,2018,4,23898.6,102㎡~
인천,2018,4,11408.099999999999,모든면적
인천,2018,4,12388.199999999999,60㎡
인천,2018,4,11378.4,60㎡~85㎡
인천,2018,4,11203.5,85㎡~102㎡
인천,2018,4,15955.5,102㎡~
경기,2018,4,12734.699999999999,모든면적
경기,2018,4,14044.8,60㎡
경기,2018,4,12658.8,60㎡~85㎡
경기,2018,4,14338.5,85㎡~102㎡
경기,2018,4,15163.5,102㎡~
부산,2018,4,12747.9,모든면적
부산,2018,4,12058.199999999999,60㎡
부산,2018,4,12655.5,60㎡~85㎡
부산,2018,4,12183.599999999999,85㎡~102㎡
부산,2018,4,12639.0,102㎡~
대구,2018,4,11629.199999999999,모든면적
대구,2018,4,11903.099999999999,60㎡
대구,2018,4,11635.8,60㎡~85㎡
대구,2018,4,9939.6,85㎡~102㎡
대구,2018,4,9787.8,102㎡~
광주,2018,4,9520.5,모든면적
광주,2018,4,9160.8,60㎡
광주,2018,4,9537.0,60㎡~85㎡
광주,2018,4,,85㎡~102㎡
광주,2018,4,8094.9,102㎡~
대전,2018,4,9807.6,모든면적
대전,2018,4,8243.4,60㎡
대전,2018,4,9824.1,60㎡~85㎡
대전,2018,4,10121.1,85㎡~102㎡
대전,2018,4,,102㎡~
울산,2018,4,10474.199999999999,모든면적
울산,2018,4,,60㎡
울산,2018,4,10474.199999999999,60㎡~85㎡
울산,2018,4,,85㎡~102㎡
울산,2018,4,,102㎡~
세종,2018,4,10332.3,모든면적
세종,2018,4,10111.199999999999,60㎡
세종,2018,4,10385.099999999999,60㎡~85㎡
세종,2018,4,10355.4,85㎡~102㎡
세종,2018,4,10345.5,102㎡~
강원,2018,4,7514.099999999999,모든면적
강원,2018,4,7487.7,60㎡
강원,2018,4,7500.9,60㎡~85㎡
강원,2018,4,9339.0,85㎡~102㎡
강원,2018,4,8616.3,102㎡~
충북,2018,4,8682.3,모든면적
충북,2018,4,7748.4,60㎡
충북,2018,4,8682.3,60㎡~85㎡
충북,2018,4,8814.3,85㎡~102㎡
충북,2018,4,8844.0,102㎡~
충남,2018,4,7900.2,모든면적
충남,2018,4,7989.299999999999,60㎡
충남,2018,4,7949.7,60㎡~85㎡
충남,2018,4,,85㎡~102㎡
충남,2018,4,7533.9,102㎡~
전북,2018,4,7646.099999999999,모든면적
전북,2018,4,8586.6,60㎡
전북,2018,4,7563.599999999999,60㎡~85㎡
전북,2018,4,8698.8,85㎡~102㎡
전북,2018,4,9220.199999999999,102㎡~
전남,2018,4,7771.5,모든면적
전남,2018,4,7352.4,60㎡
전남,2018,4,7738.5,60㎡~85㎡
전남,2018,4,8669.1,85㎡~102㎡
전남,2018,4,8147.7,102㎡~
경북,2018,4,8052.0,모든면적
경북,2018,4,8154.299999999999,60㎡
경북,2018,4,7992.599999999999,60㎡~85㎡
경북,2018,4,,85㎡~102㎡
경북,2018,4,9200.4,102㎡~
경남,2018,4,8877.0,모든면적
경남,2018,4,9035.4,60㎡
경남,2018,4,8807.699999999999,60㎡~85㎡
경남,2018,4,9428.1,85㎡~102㎡
경남,2018,4,9444.6,102㎡~
제주,2018,4,12952.5,모든면적
제주,2018,4,18024.6,60㎡
제주,2018,4,12008.699999999999,60㎡~85㎡
제주,2018,4,,85㎡~102㎡
제주,2018,4,9995.699999999999,102㎡~
서울,2018,5,22832.699999999997,모든면적
서울,2018,5,24149.399999999998,60㎡
서울,2018,5,21879.0,60㎡~85㎡
서울,2018,5,26723.399999999998,85㎡~102㎡
서울,2018,5,23931.6,102㎡~
인천,2018,5,11338.8,모든면적
인천,2018,5,11398.199999999999,60㎡
인천,2018,5,11771.099999999999,60㎡~85㎡
인천,2018,5,11451.0,85㎡~102㎡
인천,2018,5,15955.5,102㎡~
경기,2018,5,13157.099999999999,모든면적
경기,2018,5,14602.5,60㎡
경기,2018,5,13180.199999999999,60㎡~85㎡
