순번,가게명,분류,주소,전화번호,메뉴수,리뷰수,폴더경로
1,아토커피 신림점,"카페,디저트",서울 관악구 관천로 79 1층,0507-1389-4471,74,10,신림동 햄버거_테스트(1개)_data\아토커피 신림점
