모델명,제조사,유종,배기량,변속형식,복합연비,등급,CO2배출량
레인지로버 4.4D,랜드로버,경유,4367 ,자동8,9.3,5등급,220
레인지로버 4.4D,랜드로버,경유,4367 ,자동8,9.3,5등급,220
레인지로버 스포츠 4.4D,랜드로버,경유,4367 ,자동8,9.3,5등급,219
디스커버리4 3.0D,랜드로버,경유,2993 ,자동8,8.6,5등급,237
재규어 XE 3.0SC,재규어,휘발유,2995 ,자동8,9.2,5등급,188
Flying Spur V8,벤틀리,휘발유,3993 ,자동8,6.7,5등급,264
Explorer 2.3 AWD,포드,휘발유,2261 ,자동6,7.9,5등급,215
쉐보레 임팔라 3.6,GM,휘발유,3564 ,자동6,9.2,5등급,190
재규어 F-Type (3.0SC COUPE S AWD),재규어,휘발유,2995 ,자동8,8.7,5등급,206
재규어 F-Type (3.0SC COUPE S MT),재규어,휘발유,2995 ,수동6,8,5등급,217
재규어 F-Type (3.0SC COUPE MT),재규어,휘발유,2995 ,수동6,7.9,5등급,223
재규어 F-Type (3.0SC CONV S AWD),재규어,휘발유,2995 ,자동8,8.7,5등급,206
재규어 F-Type (5.0SC COUPE R AWD),재규어,휘발유,5000 ,자동8,7.5,5등급,242
300C,크라이슬러,휘발유,3604 ,자동8,9.2,5등급,193
300C AWD,크라이슬러,휘발유,3604 ,자동8,8.7,5등급,204
Flying Spur V8 S,벤틀리,휘발유,3993 ,자동8,6.7,5등급,264
렉서스 LS460L,토요타,휘발유,4608 ,자동8,7.8,5등급,224
911 GT3 RS,포르쉐,휘발유,3996 ,자동7,6.7,5등급,271
렉서스 LC500,토요타,휘발유,4969 ,자동10,7.6,5등급,232
렉서스 NX200t,토요타,휘발유,1998 ,자동6,9.3,5등급,186
레인지로버 스포츠,랜드로버,휘발유,2995 ,자동8,7.9,5등급,227
카니발 3.3GDI 하이리무진 7인(YP),기아,휘발유,3342 ,자동6,8,5등급,223
레인지로버 5.0SC,랜드로버,휘발유,5000 ,자동8,6,5등급,301
렉서스 RC350,토요타,휘발유,3456 ,자동8,8.9,5등급,200
렉서스 RC F,토요타,휘발유,4969 ,자동8,7.9,5등급,222
K9 5.0GDI,기아,휘발유,5038 ,자동8,7.6,5등급,238
카니발 3.3GDI 9인(YP),기아,휘발유,3342 ,자동6,8.3,5등급,216
카니발 3.3GDI 7인(YP),기아,휘발유,3342 ,자동6,8.3,5등급,216
재규어 F-Type,재규어,휘발유,2995 ,자동8,8.9,5등급,200
Huracan LP610-4,람보르기니,휘발유,5204 ,자동7,6.6,5등급,276
레인지로버 5.0SC,랜드로버,휘발유,5000 ,자동8,6.2,5등급,291
레인지로버 5.0SC,랜드로버,휘발유,5000 ,자동8,6.2,5등급,291
파나메라 4,포르쉐,휘발유,2995 ,자동8,8.5,5등급,203
마칸,포르쉐,휘발유,1984 ,자동7,9,5등급,191
마칸 S,포르쉐,휘발유,2997 ,자동7,7.3,5등급,248
마칸 터보,포르쉐,휘발유,3604 ,자동7,7.9,5등급,220
카이엔,포르쉐,휘발유,3598 ,자동8,8.3,5등급,211
마칸 터보,포르쉐,휘발유,3604 ,자동7,7.2,5등급,250
911 타르가 4S,포르쉐,휘발유,3800 ,수동7,8.3,5등급,216
911 타르가 4,포르쉐,휘발유,3436 ,수동7,8.5,5등급,211
마칸 S,포르쉐,휘발유,2997 ,자동7,7.8,5등급,224
911 타르가 4,포르쉐,휘발유,3436 ,자동7,8.6,5등급,207
모하비 4.6 가솔린 4WD,기아,휘발유,4627 ,자동6,7,5등급,259
그랜드보이저,크라이슬러,휘발유,3604 ,자동6,7.9,5등급,227
짚그랜드체로키,크라이슬러,휘발유,3604 ,자동8,7.8,5등급,231
911 터보 S,포르쉐,휘발유,3800 ,자동7,7.6,5등급,238
911 터보 S 카브리올레,포르쉐,휘발유,3800 ,자동7,7.6,5등급,238
911 터보 카브리올레,포르쉐,휘발유,3800 ,자동7,7.6,5등급,238
파나메라 S,포르쉐,휘발유,2997 ,자동7,8.2,5등급,220
파나메라 터보,포르쉐,휘발유,4806 ,자동7,7.3,5등급,249
파나메라 4S,포르쉐,휘발유,2997 ,자동7,8.1,5등급,223
파나메라 4,포르쉐,휘발유,3605 ,자동7,8.3,5등급,215
파나메라 터보 이그제큐티브,포르쉐,휘발유,4806 ,자동7,7.3,5등급,249
파나메라 GTS,포르쉐,휘발유,4806 ,자동7,7.3,5등급,247
파나메라,포르쉐,휘발유,3605 ,자동7,8.6,5등급,209
파나메라 4S 이그제큐티브,포르쉐,휘발유,2997 ,자동7,8.1,5등급,223
스피라,어울림,휘발유,2656 ,수동6,8.3,5등급,216
Aventador LP720-4,람보르기니,휘발유,6498 ,자동7,5.2,5등급,350
레인지로버 5.0SC,랜드로버,휘발유,5000 ,자동8,6.2,5등급,295
재규어 F-Type,재규어,휘발유,2995 ,자동8,8.9,5등급,200
300C AWD,크라이슬러,휘발유,3604 ,자동8,8.9,5등급,200
재규어 F-TYPE,재규어,휘발유,2995 ,자동8,8.7,5등급,206
재규어 F-TYPE,재규어,휘발유,2995 ,자동8,8.7,5등급,206
Aventador LP700-4 Roadster,람보르기니,휘발유,6498 ,자동7,5.3,5등급,346
911 타르가 4S,포르쉐,휘발유,3800 ,자동7,7.9,5등급,227
911 카레라 4 GTS,포르쉐,휘발유,2981 ,자동7,8.8,5등급,195
911 터보 카브리올레,포르쉐,휘발유,3800 ,자동7,7.9,5등급,219
카이엔 터보 S,포르쉐,휘발유,4806 ,자동8,6.6,5등급,277
911 카레라 4S 파워킷 카브리올레,포르쉐,휘발유,3800 ,자동7,8.2,5등급,217
911 카레라 4S 파워킷,포르쉐,휘발유,3800 ,자동7,8.2,5등급,217
911 카레라 카브리올레,포르쉐,휘발유,3436 ,수동7,8.8,5등급,202
911 카레라,포르쉐,휘발유,3436 ,수동7,8.8,5등급,202
아웃랜더,미쓰비시,휘발유,2998 ,자동6,8.8,5등급,202
카이엔,포르쉐,휘발유,3598 ,자동8,7.4,5등급,244
카이엔 S,포르쉐,휘발유,4806 ,자동8,7.5,5등급,241
파나메라 터보 S,포르쉐,휘발유,4806 ,자동7,7,5등급,260
랜서 에볼루션,미쓰비시,휘발유,1998 ,자동6,7.6,5등급,235
짚 컴패스,크라이슬러,휘발유,2359 ,자동6,9.3,5등급,191
파나메라 4S,포르쉐,휘발유,4806 ,자동7,7.2,5등급,251
짚 랭글러,크라이슬러,경유,2776 ,자동5,9.2,5등급,221
카이엔 플래티늄에디션,포르쉐,휘발유,3598 ,자동8,7.4,5등급,244
렉서스 LS460L,토요타,휘발유,4608 ,자동8,8,5등급,226
렉서스 LS460,토요타,휘발유,4608 ,자동8,7.8,5등급,231
파나메라 S,포르쉐,휘발유,4806 ,자동7,7.5,5등급,240
파나메라 4,포르쉐,휘발유,3605 ,자동7,8.2,5등급,219
911 카레라 4,포르쉐,휘발유,3436 ,자동7,9,5등급,198
911 카레라 4S,포르쉐,휘발유,3800 ,자동7,8.2,5등급,219
911 카레라 S 파워킷 카브리올레,포르쉐,휘발유,3800 ,자동7,8.4,5등급,212
911 카레라 S 파워킷,포르쉐,휘발유,3800 ,자동7,8.4,5등급,212
911 카레라 4 카브리올레,포르쉐,휘발유,3436 ,자동7,9,5등급,198
911 카레라 4S 카브리올레,포르쉐,휘발유,3800 ,자동7,8.2,5등급,219
911 터보 S 카브리올레,포르쉐,휘발유,3800 ,자동7,8.1,5등급,221
911 터보 S,포르쉐,휘발유,3800 ,자동7,8.1,5등급,221
카이엔 터보,포르쉐,휘발유,4806 ,자동8,6.9,5등급,264
911 카레라 S 카브리올레,포르쉐,휘발유,3800 ,자동7,9.2,5등급,193
911 카레라,포르쉐,휘발유,3436 ,자동7,9.3,5등급,191
카이엔,포르쉐,휘발유,2995 ,자동8,7.3,5등급,235
911 카레라 GTS,포르쉐,휘발유,2981 ,자동7,9.2,5등급,188
911 카레라 카브리올레,포르쉐,휘발유,3436 ,자동7,9.3,5등급,191
카이엔 GTS,포르쉐,휘발유,4806 ,자동8,7.2,5등급,251
파나메라,포르쉐,휘발유,3605 ,자동7,8.3,5등급,215
파나메라 터보,포르쉐,휘발유,4806 ,자동7,6.6,5등급,273
911 터보,포르쉐,휘발유,3800 ,자동7,7.9,5등급,219
파나메라 터보 S,포르쉐,휘발유,4806 ,자동7,6.6,5등급,273
911 카레라 S 카브리올레,포르쉐,휘발유,3800 ,수동7,9.2,5등급,195
911 카레라 S,포르쉐,휘발유,3800 ,수동7,9.2,5등급,195
718 카이맨 S,포르쉐,휘발유,2497 ,자동7,9,5등급,189
300C SRT8,크라이슬러,휘발유,6417 ,자동5,6.9,5등급,264
짚랭글러 2.8,크라이슬러,경유,2776 ,자동5,9.2,5등급,222
파나메라 GTS,포르쉐,휘발유,4806 ,자동7,7.2,5등급,251
911 타르가 4 GTS,포르쉐,휘발유,2981 ,자동7,8.8,5등급,195
718 카이맨 GTS,포르쉐,휘발유,2497 ,자동7,8.9,5등급,193
911 카레라,포르쉐,휘발유,3436 ,자동7,9.3,5등급,191
911 카레라 S 카브리올레,포르쉐,휘발유,3800 ,자동7,9.2,5등급,193
911 카레라 카브리올레,포르쉐,휘발유,3436 ,자동7,9.3,5등급,191
짚랭글러 3.6,크라이슬러,휘발유,3604 ,자동5,7.6,5등급,235
짚랭글러 3.6,크라이슬러,휘발유,3604 ,자동5,7.4,5등급,242
Aventador LP700-4,람보르기니,휘발유,6498 ,자동7,4.5,5등급,522
Aventador LP700-4,람보르기니,휘발유,6498 ,자동7,5.3,5등급,346
파나메라 터보 S 이그제큐티브,포르쉐,휘발유,4806 ,자동7,7,5등급,260
911 GT3,포르쉐,휘발유,3800 ,자동7,6.8,5등급,267
911 터보,포르쉐,휘발유,3800 ,자동7,7.6,5등급,238
911 카레라 4S 카브리올레,포르쉐,휘발유,3800 ,수동6,8.1,5등급,289
911 타르가 4S,포르쉐,휘발유,3800 ,수동6,8.1,5등급,289
911 카레라 4S,포르쉐,휘발유,3800 ,수동6,8.1,5등급,289
재규어 XFR 5.0SC,재규어,휘발유,5000 ,자동6,7.1,5등급,328
911 타르가 4S,포르쉐,휘발유,3800 ,자동7,8,5등급,294
911 카레라 S 카브리올레,포르쉐,휘발유,3800 ,자동7,8.2,5등급,285
911 카레라 S,포르쉐,휘발유,3800 ,자동7,8.2,5등급,285
렌서 에볼루션,미쓰비시,휘발유,1998 ,자동6,8.1,5등급,289
Gallardo LP560-4,람보르기니,휘발유,5204 ,자동6,6.5,5등급,359
인피니티 FX35,닛산,휘발유,3498 ,자동7,7.9,5등급,297
넥쏘 수소전기차(17인치타이어),현대,수소,0 ,없음,96.2,FCEV,0
넥쏘 수소전기차(19인치윈터타이어),현대,수소,0 ,없음,91.7,FCEV,0
E300e,벤츠,전기+휘발유,1991 ,자동9,13.9,PHEV,49
BMW 745Le iPerformance,BMW,전기+휘발유,2998 ,자동8,14.2,PHEV,63
볼보 S90T8 AWD,볼보,전기+휘발유,1969 ,자동8,15,PHEV,64
BMW 745e iPerformance,BMW,전기+휘발유,2998 ,자동8,14.2,PHEV,63
아이오닉 1.6GDI 플러그인하이브리드 개조차_6DCT,현대,전기+휘발유,1580 ,자동6,28.3,PHEV,17
BMW i8 LCI,BMW,전기+휘발유,1499 ,자동6,17.4,PHEV,55
BMW i8 Roadster,BMW,전기+휘발유,1499 ,자동6,17.4,PHEV,55
볼보 XC60T8 AWD,볼보,전기+휘발유,1969 ,자동8,14.6,PHEV,67
볼보 XC90T8 AWD,볼보,전기+휘발유,1969 ,자동8,13.3,PHEV,68
볼보 XC90T8 AWD,볼보,전기+휘발유,1969 ,자동8,13.3,PHEV,68
GLC350 e 4Matic,벤츠,전기+휘발유,1991 ,자동7,12.9,PHEV,92
GLC350 e 4Matic,벤츠,전기+휘발유,1991 ,자동7,14,PHEV,70
볼보 XC90T8 AWD,볼보,전기+휘발유,1969 ,자동8,13.3,PHEV,68
BMW 740e iPerformance,BMW,전기+휘발유,1998 ,자동8,11.1,PHEV,54
파나메라 4 E-하이브리드,포르쉐,전기+휘발유,2894 ,자동8,12.3,PHEV,74
BMW 330e iPerformance,BMW,전기+휘발유,1998 ,자동8,12,PHEV,63
쏘나타 2.0GDI 플러그인 하이브리드 개조차 (15),현대,전기+휘발유,1999 ,자동6,17.1,PHEV,25
볼보 XC60T8 AWD,볼보,전기+휘발유,1969 ,자동8,9.8,PHEV,70
C350 e,벤츠,전기+휘발유,1991 ,자동7,16.9,PHEV,80
볼보 XC90T8 AWD,볼보,전기+휘발유,1969 ,자동8,9.5,PHEV,68
토요타 Prius Prime,토요타,전기+휘발유,1798 ,무단변속,21.4,PHEV,23
BMW X5 xDrive 40e iPerformance,BMW,전기+휘발유,1997 ,자동8,9.4,PHEV,89.8
니로(DE) 1.6GDI 플러그인 하이브리드_6DCT (15),기아,전기+휘발유,1580 ,자동6,18.6,PHEV,26
아이오닉 1.6GDI 플러그인하이브리드_6DCT (15),현대,전기+휘발유,1580 ,자동6,20.5,PHEV,17
BMW i8,BMW,전기+휘발유,1499 ,자동6,14.2,PHEV,42
CHEVROLET　VOLT,GM,전기+휘발유,1490 ,무단변속,17.8,PHEV,15
K5 2.0GDI 플러그인 하이브리드(15),기아,전기+휘발유,1999 ,자동6,16.4,PHEV,29
i8 플러그인하이브리드,BMW,전기+휘발유,1499 ,자동6,13.7,PHEV,47
쏘나타 2.0GDI 플러그인하이브리드,현대,전기+휘발유,1999 ,자동6,17.2,PHEV,29
스파크 1.0,한국지엠,휘발유,999 ,무단변속,15,경형,109
스파크 1.0,한국지엠,휘발유,999 ,수동5,15,경형,109
스파크 밴 1.0,한국지엠,휘발유,999 ,무단변속,15,경형,109
스파크 밴 1.0,한국지엠,휘발유,999 ,수동5,15,경형,109
"레이 1.0가솔린 (PE, 15인치 타이어)",기아,휘발유,998 ,자동4,12.7,경형,130
"레이 1.0가솔린 밴형 (PE, 14인치 타이어)",기아,휘발유,998 ,자동4,13,경형,127
"레이 1.0가솔린 (PE, 14인치 타이어)",기아,휘발유,998 ,자동4,13,경형,127
레이 1.0LPI (PE),기아,LPG,998 ,자동4,10.5,경형,123
레이 1.0Bi-fuel (15),기아,LPG,998 ,자동4,10.3,경형,126
레이 1.0가솔린_밴형 (15),기아,휘발유,998 ,자동4,12.7,경형,129
레이 1.0가솔린 (15),기아,휘발유,998 ,자동4,12.7,경형,129
다마스 5인승,한국지엠,LPG,796 ,수동5,8.8,경형,146
다마스밴,한국지엠,LPG,796 ,수동5,8.8,경형,146
라보롱카고,한국지엠,LPG,796 ,수동5,8.6,경형,148
라보5MT,한국지엠,LPG,796 ,수동5,8.6,경형,148
모닝(JA) 1.0LPI_14인치 (15),기아,LPG,998 ,자동4,11.8,경형,109
모닝(JA) 1.0LPI_16인치 (15),기아,LPG,998 ,수동5,12,경형,106
모닝(JA) 1.0LPI_16인치 (15),기아,LPG,998 ,자동4,11,경형,117
모닝(JA) 1.0T-GDI_14인치 (15),기아,휘발유,998 ,자동4,13,경형,127
모닝(JA) 1.0LPI_14인치 (15),기아,LPG,998 ,수동5,12.6,경형,101
모닝(JA) 1.0T-GDI_16인치 (15),기아,휘발유,998 ,자동4,12.2,경형,136
모닝(JA) 1.0가솔린_밴형 (15),기아,휘발유,998 ,자동4,15.4,경형,106
모닝(JA) 1.0가솔린_밴형 (16인치 타이어) (15),기아,휘발유,998 ,자동4,14.7,경형,111
모닝(JA) 1.0가솔린_밴형 (16인치 타이어) (15),기아,휘발유,998 ,수동5,15.3,경형,106
모닝(JA) 1.0가솔린_밴형 (15),기아,휘발유,998 ,수동5,16,경형,101
스파크 밴 1.0,한국지엠,휘발유,999 ,자동5,14.7,경형,113
모닝(JA) 1.0가솔린 (16인치 타이어) (15),기아,휘발유,998 ,자동4,14.7,경형,111
모닝(JA) 1.0가솔린 (15),기아,휘발유,998 ,수동5,16,경형,101
모닝(JA) 1.0가솔린 (15),기아,휘발유,998 ,자동4,15.4,경형,106
모닝(JA) 1.0가솔린 (16인치 타이어) (15),기아,휘발유,998 ,수동5,15.3,경형,106
스파크 1.0,한국지엠,휘발유,999 ,자동5,14.7,경형,113
스파크 1.0 CVT S&S,한국지엠,휘발유,999 ,무단변속,15.4,경형,107
스파크 1.0 CVT,한국지엠,휘발유,999 ,무단변속,14.3,경형,117
스파크 밴 1.0,한국지엠,휘발유,999 ,무단변속,14.3,경형,117
스파크 밴 1.0,한국지엠,휘발유,999 ,수동5,15.2,경형,109
스파크 1.0 MT,한국지엠,휘발유,999 ,수동5,15.2,경형,109
모닝 1.0Bi-fuel LPI (2015년형),기아,LPG,998 ,수동5,13.2,경형,99
모닝 1.0TCI (2015년형),기아,휘발유,998 ,무단변속,14,경형,122
레이 1.0가솔린 (2015년형),기아,휘발유,998 ,자동4,13.5,경형,128
모닝 1.0가솔린 (2015년형),기아,휘발유,998 ,자동4,15.2,경형,112
레이 1.0TCI (2015년형),기아,휘발유,998 ,무단변속,13.2,경형,131
레이 1.0Bi-fuel LPI (2015년형),기아,LPG,998 ,자동4,10.8,경형,122
모닝 1.0Bi-fuel LPI (2015년형),기아,LPG,998 ,자동4,12.4,경형,106
모닝 1.0가솔린 밴형(2015년형),기아,휘발유,998 ,자동4,15.2,경형,112
레이 1.0가솔린 밴형 (2015년형),기아,휘발유,998 ,자동4,13.5,경형,128
모닝 1.0가솔린 밴형 (2015년형),기아,휘발유,998 ,수동5,16.2,경형,104
모닝 1.0가솔린 (2015년형),기아,휘발유,998 ,수동5,16.2,경형,104
파워프라자 봉고3ev PEACE,기아,전기,0 ,없음,2.4,고속,0
D2C,쎄미시스코,전기,0 ,없음,5.2,고속,0
Model X Standard Range,테슬라,전기,0 ,없음,3.8,고속,0
Model X Performance,테슬라,전기,0 ,없음,3.7,고속,0
Model X Standard Range,테슬라,전기,0 ,없음,3.8,고속,0
Model S Performance,테슬라,전기,0 ,없음,4.2,고속,0
Model X Long Range,테슬라,전기,0 ,없음,3.9,고속,0
Model X Performance,테슬라,전기,0 ,없음,3.7,고속,0
Model X Standard Range,테슬라,전기,0 ,없음,3.8,고속,0
Model X Performance,테슬라,전기,0 ,없음,3.7,고속,0
Model S Long Range,테슬라,전기,0 ,없음,4.3,고속,0
Model X Long Range,테슬라,전기,0 ,없음,3.9,고속,0
Model X Long Range,테슬라,전기,0 ,없음,3.9,고속,0
Model S Standard Range,테슬라,전기,0 ,없음,4.3,고속,0
아이오닉 전기차(PE),현대,전기,0 ,없음,6.3,고속,0
제인모터스칼마토EV1톤내장탑차,제인모터스,전기,0 ,없음,2.3,고속,0
"쏘울 전기차 (도심형, 39.2kWh)",기아,전기,0 ,없음,5.6,고속,0
"쏘울 전기차(기본형, 64kWh)",기아,전기,0 ,없음,5.4,고속,0
Model X 75D,테슬라,전기,0 ,없음,4.1,고속,0
Model X 75D,테슬라,전기,0 ,없음,4.1,고속,0
Model X 75D,테슬라,전기,0 ,없음,4.1,고속,0
LEAF,닛산,전기,0 ,없음,5.1,고속,0
재규어 I-PACE EV400,재규어,전기,0 ,없음,3.5,고속,0
BMW i3 120Ah,BMW,전기,0 ,없음,5.6,고속,0
Model X P100D,테슬라,전기,0 ,없음,3.1,고속,0
Model X P100D,테슬라,전기,0 ,없음,3.1,고속,0
Model X P100D,테슬라,전기,0 ,없음,3.1,고속,0
Model X 100D,테슬라,전기,0 ,없음,4.1,고속,0
Model X 100D,테슬라,전기,0 ,없음,4.1,고속,0
Model X 100D,테슬라,전기,0 ,없음,4.1,고속,0
Model X 100D,테슬라,전기,0 ,없음,3.4,고속,0
Model X 75D,테슬라,전기,0 ,없음,3.4,고속,0
Model X 100D,테슬라,전기,0 ,없음,3.4,고속,0
Model X 100D,테슬라,전기,0 ,없음,3.4,고속,0
Model X 75D,테슬라,전기,0 ,없음,3.4,고속,0
Model X 75D,테슬라,전기,0 ,없음,3.4,고속,0
Model X 75D,테슬라,전기,0 ,없음,3.4,고속,0
Model X 75D,테슬라,전기,0 ,없음,3.4,고속,0
Model X 100D,테슬라,전기,0 ,없음,3.4,고속,0
Model X 100D,테슬라,전기,0 ,없음,3.4,고속,0
Model X 100D,테슬라,전기,0 ,없음,3.4,고속,0
Model X 75D,테슬라,전기,0 ,없음,3.4,고속,0
"니로 전기차 (기본형, 64kWh)",기아,전기,0 ,없음,5.3,고속,0
"니로 전기차 (경제형, 39.2kWh)",기아,전기,0 ,없음,5.5,고속,0
"니로 전기차 (경제형, 39.2kWh)",기아,전기,0 ,없음,5.5,고속,0
"니로 전기차 (기본형, 64kWh)",기아,전기,0 ,없음,5.3,고속,0
D2,쎄미시스코,전기,0 ,없음,3.7,고속,0
코나 전기자동차 (도심형),현대,전기,0 ,없음,5.8,고속,0
코나 전기자동차 (기본형),현대,전기,0 ,없음,5.6,고속,0
코나 전기자동차 (기본형),현대,전기,0 ,없음,5.6,고속,0
아이오닉 전기차 (18MY),현대,전기,0 ,없음,6.3,고속,0
BMW i3 94Ah,BMW,전기,0 ,없음,5.4,고속,0
BMW i3 94Ah,BMW,전기,0 ,없음,5.4,고속,0
SM3 Z.E.,르노삼성,전기,0 ,없음,4.5,고속,0
SM3 Z.E.,르노삼성,전기,0 ,없음,4.5,고속,0
Model S P100D,테슬라,전기,0 ,없음,3.8,고속,0
BMW i3 94Ah,BMW,전기,0 ,없음,5.4,고속,0
BMW i3 94Ah,BMW,전기,0 ,없음,5.4,고속,0
Model S 100D,테슬라,전기,0 ,없음,4,고속,0
Model S 75D,테슬라,전기,0 ,없음,4.3,고속,0
LEAF,닛산,전기,0 ,없음,5,고속,0
쏘울 전기차(18MY),기아,전기,0 ,없음,5.2,고속,0
쏘울 전기차(18MY),기아,전기,0 ,없음,5.2,고속,0
CHEVROLET BOLT EV,한국지엠,전기,0 ,없음,5.5,고속,0
TWIZY Cargo(1인승),르노삼성,전기,0 ,없음,7.9,고속,0
TWIZY Urban(2인승),르노삼성,전기,0 ,없음,7.9,고속,0
아이오닉 전기차,현대,전기,0 ,없음,6.3,고속,0
파워프라자 라보 ev PEACE,한국지엠,전기,0 ,없음,3.5,고속,0
EV SAVER(파워테크닉스 세이버 KNCSZ76ADK803665),파워테크닉스,전기,0 ,없음,1.6,고속,0
쏘울 전기차,기아,전기,0 ,없음,5,고속,0
레이 전기차,기아,전기,0 ,없음,5,고속,0
넥쏘 수소전기차(19인치타이어),현대,수소,0 ,없음,93.7,FCEV,0
Danigo(다니고),대창모터스,전기,0 ,없음,5.3,저속,0
Change,AD 모터스,전기,0 ,없음,4.3,저속,0
코나 전기자동차 (도심형),현대,전기,0 ,없음,5.8,고속,0
아이오닉 전기차 (18MY),현대,전기,0 ,없음,6.3,고속,0
