모델명,제조/수입사,차종,유형,자동차형식,연료종류,배기량,변속형식,복합모드_CO2,복합_연비,등급
BMW 740Ld xDrive WLTP,BMW,승용차,일반형,내연기관,경유,2993,자동8,174,11.1,4등급
BMW 420d Coupe WLTP,BMW,승용차,일반형,내연기관,경유,1995,자동8,139,13.7,3등급
BMW 530d WLTP,BMW,승용차,일반형,내연기관,경유,2993,자동8,151,12.6,3등급
BMW 420d xDrive Gran Coupe WLTP,BMW,승용차,일반형,내연기관,경유,1995,자동8,162,11.9,3등급
BMW 420d Grand Coupe WLTP,BMW,승용차,일반형,내연기관,경유,1995,자동8,153,12.4,3등급
"니로 전기차 (경제형, 39.2kWh)",기아,승용차,기타형,전기(MCT),전기,0,없음,0,5.5,고속
"니로 전기차 (경제형, 39.2kWh)",기아,승용차,기타형,전기,전기,0,없음,0,5.5,고속
"니로 전기차 (기본형, 64kWh)",기아,승용차,기타형,전기(MCT),전기,0,없음,0,5.3,고속
"니로 전기차 (기본형, 64kWh)",기아,승용차,기타형,전기,전기,0,없음,0,5.3,고속
BMW X2 xDrive20d,BMW,승용차,다목적형,내연기관,경유,1995,자동8,133,14.2,2등급
MINI Cooper D Clubman,MINI,승용차,일반형,내연기관,경유,1995,자동8,128,14.7,2등급
BMW 740d xDrive WLTP,BMW,승용차,일반형,내연기관,경유,2993,자동8,166,11.6,3등급
BMW 730d xDrive WLTP,BMW,승용차,일반형,내연기관,경유,2993,자동8,166,11.6,3등급
트랙스 1.6 디젤,한국지엠,승용차,기타형,내연기관,경유,1598,자동6,135,14.1,2등급
카니발 3.3GDI 하이리무진 9인,기아,승용차,기타형,내연기관,휘발유,3342,자동8,228,7.6,5등급
카니발 3.3GDI 하이리무진 7인,기아,승용차,기타형,내연기관,휘발유,3342,자동8,218,7.9,5등급
BMW 520i,BMW,승용차,일반형,내연기관,휘발유,1998,자동8,153,10.9,4등급
"카니발 2.2디젤 하이리무진 9인(19"" 타이어)",기아,승용차,기타형,내연기관,경유,2199,자동8,189,10.3,4등급
"카니발 2.2디젤 하이리무진 7인(19"" 타이어)",기아,승용차,기타형,내연기관,경유,2199,자동8,189,10.3,4등급
"카니발 2.2디젤 아웃도어 9인(19"" 타이어)",기아,승용차,기타형,내연기관,경유,2199,자동8,189,10.3,4등급
"카니발 2.2디젤 하이리무진 11인(18"" 타이어)",기아,승합차,일반형,내연기관,경유,2199,자동8,189,10.3,4등급
"카니발 2.2디젤 하이리무진 9인(18"" 타이어)",기아,승용차,기타형,내연기관,경유,2199,자동8,189,10.3,4등급
A5 Cabriolet 45 TFSI quattro,아우디,승용차,일반형,내연기관,휘발유,1984,자동7,177,9.7,4등급
BMW 320d Touring WLTP,BMW,승용차,일반형,내연기관,경유,1995,자동8,149,12.8,3등급
BMW 118d WLTP,BMW,승용차,일반형,내연기관,경유,1995,자동8,136,13.9,2등급
MINI Cooper D Five Door,MINI,승용차,일반형,내연기관,경유,1496,자동7,113,16.5,1등급
MINI Cooper D,MINI,승용차,일반형,내연기관,경유,1496,자동7,109,16.9,1등급
MINI Cooper SD Five Door,MINI,승용차,일반형,내연기관,경유,1995,자동8,119,15.8,2등급
MINI Cooper SD,MINI,승용차,일반형,내연기관,경유,1995,자동8,116,16.1,1등급
BMW M3 CS,BMW,승용차,일반형,내연기관,휘발유,2979,자동7,190,9.1,5등급
짚 랭글러 루비콘,크라이슬러,승용차,다목적형,내연기관,휘발유,1995,자동8,210,8.2,5등급
벨로스터 N 2.0T-GDI (PP),현대,승용차,일반형,내연기관,휘발유,1998,수동6,162,10.5,4등급
벨로스터 N 2.0T-GDI (STD),현대,승용차,일반형,내연기관,휘발유,1998,수동6,159,10.7,4등급
Passat 2.0 TSI,폭스바겐,승용차,일반형,내연기관,휘발유,1984,자동6,142,12.1,3등급
스파크 1.0,한국지엠,승용차,일반형,내연기관,휘발유,999,수동5,109,15,경형
스파크 1.0,한국지엠,승용차,일반형,내연기관,휘발유,999,무단변속,109,15,경형
스파크 밴 1.0,한국지엠,승용차,밴형,내연기관,휘발유,999,수동5,109,15,경형
스파크 밴 1.0,한국지엠,승용차,밴형,내연기관,휘발유,999,무단변속,109,15,경형
E220 d Cabriolet,벤츠,승용차,일반형,내연기관,경유,1950,자동9,132,14.3,2등급
E220 d Cabriolet,벤츠,승용차,일반형,내연기관,경유,1950,자동9,134,14.2,2등급
K5 2.0GDI 하이브리드 개조차_17인치타이어,기아,승용차,일반형,하이브리드,휘발유,1999,자동6,94,17.2,1등급
K5 2.0GDI 하이브리드 개조차_16인치타이어,기아,승용차,일반형,하이브리드,휘발유,1999,자동6,89,18,1등급
그랜드스타렉스(PE2)2.5디젤 4WD 리무진 (9P_N/HR),현대,승용차,기타형,내연기관,경유,2497,자동5,237,8.3,5등급
S350 L,벤츠,승용차,일반형,내연기관,휘발유,2996,자동9,197,8.9,5등급
E450 4Matic,벤츠,승용차,일반형,내연기관,휘발유,2996,자동9,190,9.2,5등급
Mercedes-Benz E 450 4MATIC Coupe,벤츠,승용차,일반형,내연기관,휘발유,2996,자동9,192,9.1,5등급
쏘나타(LF)개조차 2.0LPI AT_택시,현대,승용차,일반형,내연기관,LPG,1999,자동6,139,9.4,4등급
짚 레니게이드,크라이슬러,승용차,다목적형,내연기관,경유,1956,자동9,163,11.8,3등급
MINI Countryman John Cooper Works ALL4,MINI,승용차,다목적형,내연기관,휘발유,1998,자동8,164,10.2,4등급
A3 40 TFSI,아우디,승용차,일반형,내연기관,휘발유,1984,자동7,146,11.5,4등급
짚 그랜드 체로키,크라이슬러,승용차,다목적형,내연기관,경유,2987,자동8,201,9.7,4등급
스팅어 3.3T-GDI AWD_19인치타이어_19MY,기아,승용차,일반형,내연기관,휘발유,3342,자동8,202,8.4,5등급
스팅어 3.3T-GDI 2WD_19인치타이어_19MY,기아,승용차,일반형,내연기관,휘발유,3342,자동8,192,8.8,5등급
스팅어 2.0T-GDI 2WD_19인치타이어_19MY,기아,승용차,일반형,내연기관,휘발유,1998,자동8,165,10.1,4등급
스팅어 2.0T-GDI AWD_19인치타이어_19MY,기아,승용차,일반형,내연기관,휘발유,1998,자동8,179,9.4,4등급
스팅어 2.0T-GDI AWD_18인치타이어_19MY,기아,승용차,일반형,내연기관,휘발유,1998,자동8,175,9.6,4등급
짚 체로키 2.2,크라이슬러,승용차,다목적형,내연기관,경유,2184,자동9,152,12.6,3등급
K01H,DFSK,화물차,화물,내연기관,휘발유,1240,수동5,166,10.1,4등급
C35S2,DFSK,화물차,밴형,내연기관,휘발유,1493,수동5,174,9.7,4등급
C35S5,DFSK,화물차,밴형,내연기관,휘발유,1493,수동5,174,9.7,4등급
렉서스 LS500 2WD,토요타,승용차,일반형,내연기관,휘발유,3445,자동10,198,8.8,5등급
렉서스 LS500 AWD,토요타,승용차,일반형,내연기관,휘발유,3445,자동10,219,8,5등급
"쏘렌토(19MY) 2.0디젤 2WD ISG 5인 (18"" 타이어)",기아,승용차,다목적형,내연기관,경유,1995,자동8,138,13.8,2등급
"쏘렌토(19MY) 2.0디젤 2WD ISG 7인 (19"" 타이어)",기아,승용차,다목적형,내연기관,경유,1995,자동8,146,13.1,3등급
"쏘렌토(19MY) 2.0디젤 2WD ISG 7인 (18"" 타이어)",기아,승용차,다목적형,내연기관,경유,1995,자동8,144,13.2,3등급
"쏘렌토(19MY) 2.2디젤 2WD ISG 7인(19"" 타이어)",기아,승용차,다목적형,내연기관,경유,2199,자동8,144,13.2,3등급
"쏘렌토(19MY) 2.2디젤 2WD ISG 7인(18"" 타이어)",기아,승용차,다목적형,내연기관,경유,2199,자동8,142,13.4,3등급
"쏘렌토(19MY) 2.2디젤 2WD ISG 5인 (18"" 타이어)",기아,승용차,다목적형,내연기관,경유,2199,자동8,140,13.6,3등급
"쏘렌토(19MY) 2.0디젤 2WD ISG 5인 (19"" 타이어)",기아,승용차,다목적형,내연기관,경유,1995,자동8,146,13.1,3등급
"쏘렌토(19MY) 2.2디젤 2WD ISG 5인(19"" 타이어)",기아,승용차,다목적형,내연기관,경유,2199,자동8,144,13.2,3등급
GLC350 e 4Matic,벤츠,승용차,다목적형,PHEV,전기+휘발유,1991,자동7,92,2.3 / 9.7,PHEV
쏘렌토(19MY) 2.2디젤 AWD ISG 5인 18인치,기아,승용차,다목적형,내연기관,경유,2199,자동8,154,12.4,3등급
쏘렌토(19MY) 2.2디젤 AWD ISG 7인 18인치,기아,승용차,다목적형,내연기관,경유,2199,자동8,157,12.2,3등급
쏘렌토(19MY) 2.0디젤 AWD ISG 5인 18인치,기아,승용차,다목적형,내연기관,경유,1995,자동8,155,12.4,3등급
쏘렌토(19MY) 2.0디젤 AWD ISG 7인 18인치,기아,승용차,다목적형,내연기관,경유,1995,자동8,158,12.2,3등급
쏘렌토(19MY) 2.2디젤 AWD ISG 5인 19인치,기아,승용차,다목적형,내연기관,경유,2199,자동8,157,12.2,3등급
쏘렌토(19MY) 2.0디젤 AWD ISG 5인 19인치,기아,승용차,다목적형,내연기관,경유,1995,자동8,160,12,3등급
쏘렌토(19MY) 2.0디젤 AWD ISG 7인 19인치,기아,승용차,다목적형,내연기관,경유,1995,자동8,165,11.7,3등급
쏘렌토(19MY) 2.2디젤 AWD ISG 7인 19인치,기아,승용차,다목적형,내연기관,경유,2199,자동8,160,12,3등급
A220 Hatchback,벤츠,승용차,일반형,내연기관,휘발유,1991,자동7,140,12.3,3등급
CHEVROLET EQUINOX FWD,GM,승용차,다목적형,내연기관,경유,1598,자동6,143,13.3,3등급
CHEVROLET EQUINOX AWD,GM,승용차,다목적형,내연기관,경유,1598,자동6,148,12.9,3등급
"카니발 2.2디젤 2WD 11인승 (18"" 타이어)",기아,승합차,일반형,내연기관,경유,2199,자동8,172,11.3,4등급
"카니발 2.2디젤 2WD 11인승 (17"" 타이어)",기아,승합차,일반형,내연기관,경유,2199,자동8,169,11.4,4등급
"카니발 2.2디젤 2WD 9인승 (19"" 타이어)",기아,승용차,기타형,내연기관,경유,2199,자동8,171,11.3,4등급
카니발 2.2디젤 2WD 9인승 (18'' 타이어),기아,승용차,기타형,내연기관,경유,2199,자동8,170,11.4,4등급
카니발 3.3GDI 9인승 (19'' 타이어),기아,승용차,기타형,내연기관,휘발유,3342,자동8,210,8.2,5등급
"카니발 2.2디젤 2WD 7인승 (19"" 타이어)",기아,승용차,기타형,내연기관,경유,2199,자동8,171,11.3,4등급
카니발 3.3GDI 7인승 (19'' 타이어),기아,승용차,기타형,내연기관,휘발유,3342,자동8,210,8.2,5등급
코나 전기자동차 (도심형),현대,승용차,다목적형,전기(MCT),전기,0,없음,0,5.8,고속
코나 전기자동차 (기본형),현대,승용차,다목적형,전기(MCT),전기,0,없음,0,5.6,고속
코나 전기자동차 (도심형),현대,승용차,다목적형,전기,전기,0,없음,0,5.8,고속
코나 전기자동차 (기본형),현대,승용차,다목적형,전기,전기,0,없음,0,5.6,고속
Mercedces-AMG GT S,벤츠,승용차,일반형,내연기관,휘발유,3982,자동7,229,7.7,5등급
Mercedces-AMG GT,벤츠,승용차,일반형,내연기관,휘발유,3982,자동7,222,8,5등급
K9(RJ) 3.3GDI AWD 19인치 타이어,기아,승용차,일반형,내연기관,휘발유,3342,자동8,206,8.4,5등급
K9(RJ) 3.3T-GDI AWD 19인치 타이어,기아,승용차,일반형,내연기관,휘발유,3342,자동8,213,8.1,5등급
K9(RJ) 5.0GDI AWD 19인치 타이어,기아,승용차,일반형,내연기관,휘발유,5038,자동8,231,7.5,5등급
K9(RJ) 3.8GDI AWD 19인치 타이어,기아,승용차,일반형,내연기관,휘발유,3778,자동8,207,8.3,5등급
K9(RJ) 3.8GDI AWD 18인치 타이어,기아,승용차,일반형,내연기관,휘발유,3778,자동8,204,8.4,5등급
K9(RJ) 3.3GDI AWD 18인치 타이어,기아,승용차,일반형,내연기관,휘발유,3342,자동8,203,8.5,5등급
K9(RJ) 3.8GDI 2WD 19인치 타이어,기아,승용차,일반형,내연기관,휘발유,3778,자동8,196,8.8,5등급
K9(RJ) 3.8GDI 2WD 18인치 타이어,기아,승용차,일반형,내연기관,휘발유,3778,자동8,192,9,5등급
K9(RJ) 3.3T-GDI 2WD 19인치 타이어,기아,승용차,일반형,내연기관,휘발유,3342,자동8,199,8.7,5등급
K9(RJ) 3.3GDI 2WD 19인치 타이어,기아,승용차,일반형,내연기관,휘발유,3342,자동8,197,8.7,5등급
K9(RJ) 3.3GDI 2WD 18인치 타이어,기아,승용차,일반형,내연기관,휘발유,3342,자동8,188,9.1,5등급
K5 2.0CVVL 개조차_18인치 타이어 (15),기아,승용차,일반형,내연기관,휘발유,1999,자동6,144,11.6,3등급
K5 개조차 2.0LPI AT_택시,기아,승용차,일반형,내연기관,LPG,1999,자동6,139,9.4,4등급
GLC350 e 4Matic,벤츠,승용차,다목적형,PHEV,전기+휘발유,1991,자동7,70,2.6 / 10.2,PHEV
K9 PE 3.3T-GDI 2WD 19인치,기아,승용차,일반형,내연기관,휘발유,3342,자동8,199,8.7,5등급
토요타 Prius C,토요타,승용차,일반형,하이브리드,휘발유,1497,무단변속,84,18.6,1등급
BMW i3 94Ah,BMW,승용차,일반형,전기(MCT),전기,0,없음,0,5.4,고속
BMW i3 94Ah,BMW,승용차,일반형,전기,전기,0,없음,0,5.4,고속
아이오닉 전기차 (18MY),현대,승용차,일반형,전기(MCT),전기,0,없음,0,6.3,고속
아이오닉 전기차 (18MY),현대,승용차,일반형,전기,전기,0,없음,0,6.3,고속
Mustang 2.3 Convertible,포드,승용차,일반형,내연기관,휘발유,2261,자동10,179,9.4,4등급
Mustang GT 5.0 Convertible,포드,승용차,일반형,내연기관,휘발유,5035,자동10,227,7.5,5등급
Mustang GT 5.0 Coupe,포드,승용차,일반형,내연기관,휘발유,5035,자동10,227,7.5,5등급
Mustang 2.3 Coupe,포드,승용차,일반형,내연기관,휘발유,2261,자동10,179,9.4,4등급
BMW M5,BMW,승용차,일반형,내연기관,휘발유,4395,자동8,218,8.1,5등급
넥쏘 수소전기차(19인치타이어),현대,승용차,다목적형,FCEV,수소,0,없음,0,0,수소
넥쏘 수소전기차(17인치타이어),현대,승용차,다목적형,FCEV,수소,0,없음,0,0,수소
K3 1.6 가솔린 CVT (17인치 타이어),기아,승용차,일반형,내연기관,휘발유,1598,무단변속,117,14.1,2등급
K3 1.6 가솔린 CVT (15인치 타이어),기아,승용차,일반형,내연기관,휘발유,1598,무단변속,108,15.2,2등급
K3 1.6 가솔린 CVT (16인치 타이어),기아,승용차,일반형,내연기관,휘발유,1598,무단변속,114,14.4,2등급
렉서스 RC200t,토요타,승용차,일반형,내연기관,휘발유,1998,자동8,175,9.9,4등급
싼타페 2.0 디젤 2WD 5인 (19'' 타이어),현대,승용차,다목적형,내연기관,경유,1995,자동8,141,13.5,3등급
싼타페 2.0 디젤 2WD 7인 (19'' 타이어),현대,승용차,다목적형,내연기관,경유,1995,자동8,146,13.1,3등급
싼타페 2.2 디젤 AWD 7인 (19'' 타이어),현대,승용차,다목적형,내연기관,경유,2199,자동8,160,12,3등급
싼타페 2.2 디젤 AWD 7인 (18'' 타이어),현대,승용차,다목적형,내연기관,경유,2199,자동8,156,12.3,3등급
싼타페 2.2 디젤 2WD 5인 (19'' 타이어),현대,승용차,다목적형,내연기관,경유,2199,자동8,144,13.3,3등급
싼타페 2.2 디젤 2WD 5인 (18'' 타이어),현대,승용차,다목적형,내연기관,경유,2199,자동8,140,13.6,3등급
싼타페 2.2 디젤 2WD 7인 (19'' 타이어),현대,승용차,다목적형,내연기관,경유,2199,자동8,149,12.8,3등급
싼타페 2.2 디젤 2WD 7인 (18'' 타이어),현대,승용차,다목적형,내연기관,경유,2199,자동8,146,13,3등급
싼타페 2.0 디젤 2WD 7인 (18'' 타이어),현대,승용차,다목적형,내연기관,경유,1995,자동8,138,13.8,2등급
싼타페 2.0T-GDI 2WD 7인,현대,승용차,다목적형,내연기관,휘발유,1998,자동8,180,9.5,4등급
싼타페 2.0T-GDI 4WD 7인,현대,승용차,다목적형,내연기관,휘발유,1998,자동8,190,9,5등급
싼타페 2.0 디젤 AWD 7인 (19'' 타이어),현대,승용차,다목적형,내연기관,경유,1995,자동8,160,12,3등급
싼타페 2.0 디젤 AWD 7인 (18'' 타이어),현대,승용차,다목적형,내연기관,경유,1995,자동8,156,12.3,3등급
싼타페 2.2 디젤 AWD 5인 (19'' 타이어),현대,승용차,다목적형,내연기관,경유,2199,자동8,160,12,3등급
싼타페 2.2 디젤 AWD 5인 (18'' 타이어),현대,승용차,다목적형,내연기관,경유,2199,자동8,156,12.3,3등급
싼타페 2.0T-GDI 2WD 5인,현대,승용차,다목적형,내연기관,휘발유,1998,자동8,180,9.5,4등급
싼타페 2.0T-GDI 4WD 5인,현대,승용차,다목적형,내연기관,휘발유,1998,자동8,190,9,5등급
싼타페 2.0 디젤 AWD 5인 (19'' 타이어),현대,승용차,다목적형,내연기관,경유,1995,자동8,160,12,3등급
싼타페 2.0 디젤 AWD 5인 (18'' 타이어),현대,승용차,다목적형,내연기관,경유,1995,자동8,156,12.3,3등급
싼타페 2.0 디젤 2WD 5인 (18'' 타이어),현대,승용차,다목적형,내연기관,경유,1995,자동8,138,13.8,2등급
Passat GT 2.0 TDI,폭스바겐,승용차,일반형,내연기관,경유,1968,자동6,125,15.1,2등급
Passat GT 2.0 TDI 4Motion,폭스바겐,승용차,일반형,내연기관,경유,1968,자동6,140,13.6,3등급
A4 40 TFSI,아우디,승용차,일반형,내연기관,휘발유,1984,자동7,139,12.3,3등급
Mercedces-AMG C43 Cabriolet,벤츠,승용차,일반형,내연기관,휘발유,2996,자동9,199,8.8,5등급
K5 1.6T-GDI 개조차_17인치 타이어 (15),기아,승용차,일반형,내연기관,휘발유,1591,자동7,130,12.8,3등급
K5 2.0CVVL 개조차_16인치 타이어 (15),기아,승용차,일반형,내연기관,휘발유,1999,자동6,136,12.3,3등급
K5 1.6T-GDI 개조차_18인치 타이어 (15),기아,승용차,일반형,내연기관,휘발유,1591,자동7,134,12.3,3등급
K5(JF) 1.6T-GDI 개조차_16인치 타이어 (15),기아,승용차,일반형,내연기관,휘발유,1591,자동7,127,13,3등급
벨로스터 1.6T-GDI 7DCT (ALL SEASON TIRE),현대,승용차,일반형,내연기관,휘발유,1591,자동7,132,12.6,3등급
벨로스터 1.6T-GDI 6MT (ALL SEASON TIRE),현대,승용차,일반형,내연기관,휘발유,1591,수동6,132,12.6,3등급
벨로스터 1.4T-GDI 7DCT,현대,승용차,일반형,내연기관,휘발유,1353,자동7,127,13.1,3등급
벨로스터 1.6T-GDI 6MT (SUMMER TIRE),현대,승용차,일반형,내연기관,휘발유,1591,수동6,134,12.4,3등급
벨로스터 1.6T-GDI 7DCT (SUMMMER TIRE),현대,승용차,일반형,내연기관,휘발유,1591,자동7,134,12.4,3등급
K5 2.0CVVL 개조차_17인치 타이어 (15),기아,승용차,일반형,내연기관,휘발유,1999,자동6,137,12.1,3등급
재규어 F-TYPE P300 Coupe,재규어,승용차,일반형,내연기관,휘발유,1997,자동8,172,9.8,4등급
캐딜락 ATS RWD,GM,승용차,일반형,내연기관,휘발유,1998,자동8,157,11,4등급
캐딜락 CTS AWD,GM,승용차,일반형,내연기관,휘발유,1998,자동8,185,9.5,4등급
캐딜락 ATS COUPE,GM,승용차,일반형,내연기관,휘발유,1998,자동8,157,11,4등급
CR-V 4WD,혼다,승용차,다목적형,내연기관,휘발유,1498,무단변속,145,11.4,4등급
