"모델명","제조사","유종","배기량","변속형식","복합연비","등급","CO2배출량"
"The Passat GT 2.0 TDI 4Motion","폭스바겐","경유","1968","자동7","14","2등급","136"
"911 카레라 S","포르쉐","휘발유","2981","자동8","8.3","5등급","210"
"911 카레라 4S 카브리올레","포르쉐","휘발유","2981","자동8","8.1","5등급","216"
"911 카레라","포르쉐","휘발유","2981","자동8","8.5","5등급","204"
"911 카레라 4","포르쉐","휘발유","2981","자동8","8.2","5등급","213"
"토요타 RAV4 Hybrid 2WD","토요타","휘발유","2487","무단변속","15.7","2등급","101"
"디펜더 110 D240","랜드로버","경유","1999","자동8","9.6","4등급","204"
"Lincoln Nautilus 2.7 AWD (21"" wheel)","포드","휘발유","2694","자동8","8.8","5등급","192"
"짚 컴패스 2.4 FWD","크라이슬러","휘발유","2360","자동6","9.6","4등급","181"
"BMW X5 xDrive40d","BMW","경유","2993","자동8","10.1","4등급","191"
"BMW X6 xDrive40d","BMW","경유","2993","자동8","10.5","4등급","185"
"Mercedes-Benz GLC 300 4MATIC ","벤츠","휘발유","1991","자동9","9.7","4등급","179"
"아반떼 1.6 T-GDI 6MT 18인치 타이어","현대","휘발유","1598","수동6","12.3","3등급","136"
"아반떼 1.6 T-GDI 7DCT 18인치 타이어","현대","휘발유","1598","자동7","12.8","3등급","130"
"BMW X7 M50i","BMW","휘발유","4395","자동8","6.5","5등급","265"
"BMW X6 M50i","BMW","휘발유","4395","자동8","7","5등급","247"
"BMW X5 M50i","BMW","휘발유","4395","자동8","6.6","5등급","260"
"벤츠 E 220 d Cabriolet","벤츠","경유","1950","자동9","13.4","3등급","142"
"Peugeot 2008 1.5 BlueHDi","PSA Automobiles","경유","1499","자동8","17.1","1등급","109"
"BMW 330e","BMW","전기+휘발유","1998","자동8","3.4/11.8","PHEV","34"
"Q8 55 TFSI quattro","아우디","휘발유","2995","자동8","7.6","5등급","229"
"레인지로버 5.0SC SVAutobiography","랜드로버","휘발유","5000","자동8","6.5","5등급","263"
"A5 Sportback 45 TFSI quattro","아우디","휘발유","1984","자동7","10.4","4등급","165"
"A5 Coupe 45 TFSI quattro","아우디","휘발유","1984","자동7","10.8","4등급","159"
"A5 Cabriolet 45 TFSI quattro","아우디","휘발유","1984","자동7","10.5","4등급","164"
"A4 45 TFSI quattro","아우디","휘발유","1984","자동7","10.5","4등급","164"
"Q8 55 TFSI quattro","아우디","휘발유","2995","자동8","7.6","5등급","229"
"벨로스터 N 2.0T-GDI (PP)_21MY","현대","휘발유","1998","수동6","10.5","4등급","162"
"벨로스터 N 2.0T-GDI (STD)_21MY","현대","휘발유","1998","수동6","10.7","4등급","159"
"BMW X4 M40i","BMW","휘발유","2998","자동8","8.7","5등급","195"
"BMW X3 M40i","BMW","휘발유","2998","자동8","8.7","5등급","196"
"Peugeot e-2008 SUV","PSA Automobiles","전기","0","없음","4.3","고속","0"
"캐딜락 CT5 2.0T","GM","휘발유","1998","자동10","10.2","4등급","170"
"쏘나타(DN8) 2.5 T-GDI_19인치타이어(빌트인캠)","현대","휘발유","2497","자동8","10.9","4등급","155"
"쏘나타(DN8) 2.5 T-GDI_19인치타이어","현대","휘발유","2497","자동8","11.1","4등급","152"
"Mercedes-AMG GLC 63 S 4MATIC + Coupe","벤츠","휘발유","3982","자동9","7","5등급","256"
"ZOE","르노삼성","전기","0","없음","4.8","고속","0"
"벤츠 E 350 4MATIC","벤츠","휘발유","1991","자동9","10.2","4등급","171"
"A8 L 60 TFSI quattro","아우디","휘발유","3996","자동8","7.7","5등급","226"
"A8 L 60 TFSI quattro","아우디","휘발유","3996","자동8","7.7","5등급","226"
"아반떼 1.6GDI 하이브리드 (16“타이어)","현대","휘발유","1580","자동6","21.1","1등급","74"
"아반떼 1.6GDI 하이브리드 (17“타이어)","현대","휘발유","1580","자동6","19.5","1등급","81"
"Mercedes-Benz GLB 220","벤츠","휘발유","1991","자동8","11.5","4등급","150"
"718 카이맨 S","포르쉐","휘발유","2497","자동7","8.7","5등급","198"
"718 카이맨","포르쉐","휘발유","1988","자동7","9.3","5등급","186"
"Mercedes-AMG GLC 43 4MATIC","벤츠","휘발유","2996","자동9","8.3","5등급","212"
"Mercedes-Benz GLE 450 4MATIC","벤츠","휘발유","2999","자동9","8.7","5등급","200"
"718 박스터 S","포르쉐","휘발유","2497","자동7","8.7","5등급","198"
"718 박스터","포르쉐","휘발유","1988","자동7","9.3","5등급","186"
"SM6 2.0 LPLi New (19"" Tire)","르노삼성","LPG","1998","무단변속","9.2","5등급","142"
"SM6 2.0 LPLi New (18"" Tire)","르노삼성","LPG","1998","무단변속","9.4","4등급","139"
"카이엔 터보 COUPE (5인승)","포르쉐","휘발유","3996","자동8","6.6","5등급","265"
"카이엔 터보 COUPE","포르쉐","휘발유","3996","자동8","6.6","5등급","265"
"마칸 GTS","포르쉐","휘발유","2894","자동7","7.7","5등급","225"
"카이엔 터보","포르쉐","휘발유","3996","자동8","6.6","5등급","265"
"BMW 320d Touring","BMW","경유","1995","자동8","14.1","2등급","134"
"Mercedes-Benz GLE 300 d 4MATIC","벤츠","경유","1950","자동9","10.7","4등급","181"
"벤츠 E 220 d Coupe","벤츠","경유","1950","자동9","13.7","3등급","139"
"Mercedes-Benz E 450 4MATIC Cabriolet","벤츠","휘발유","2996","자동9","8.9","5등급","198"
"짚 컴패스 2.4 AWD (Limited)","크라이슬러","휘발유","2360","자동9","9.2","5등급","189"
"짚 컴패스 2.4 AWD","크라이슬러","휘발유","2360","자동9","9.2","5등급","189"
"짚 레니게이드 2.4 FWD","크라이슬러","휘발유","2360","자동9","10","4등급","171"
"짚 레니게이드 2.4 AWD","크라이슬러","휘발유","2360","자동9","9.2","5등급","188"
"BMW X5 xDrive45e iPerformance","BMW","전기+휘발유","2998","자동8","2.3/8.1","PHEV","43"
"Mercedes-Benz GLS 400 d 4MATIC","벤츠","경유","2925","자동9","9.8","4등급","199"
"쏘나타(DN8) 1.6 T-GDI_18인치타이어_21MY","현대","휘발유","1598","자동8","13.2","3등급","126"
"쏘나타(DN8) 1.6 T-GDI_17인치타이어(빌트인캠)_21MY","현대","휘발유","1598","자동8","13.6","3등급","122"
"쏘나타(DN8) 1.6 T-GDI_17인치타이어_21MY","현대","휘발유","1598","자동8","13.8","2등급","120"
"쏘나타(DN8) 2.0LPI_18인치타이어_21MY","현대","LPG","1999","자동6","9.9","4등급","132"
"쏘나타(DN8) 2.0LPI_17인치타이어_21MY","현대","LPG","1999","자동6","10.2","4등급","128"
"쏘나타(DN8) 2.0LPI_16인치타이어_21MY","현대","LPG","1999","자동6","10.2","4등급","128"
"쏘나타(DN8) 2.0CVVL_18인치타이어(빌트인캠)_21MY","현대","휘발유","1999","자동6","12.6","3등급","133"
"쏘나타(DN8) 2.0CVVL_18인치타이어_21MY","현대","휘발유","1999","자동6","12.8","3등급","130"
"쏘나타(DN8) 2.0CVVL_17인치타이어(빌트인캠)_21MY","현대","휘발유","1999","자동6","12.8","3등급","130"
"Mercedes-AMG CLS 53 4MATIC +","벤츠","휘발유","2999","자동9","9.2","5등급","189"
"쏘나타(DN8) 2.0CVVL_17인치타이어_21MY","현대","휘발유","1999","자동6","12.9","3등급","129"
"SM6 2.0 LPLi New (16"" Tire)","르노삼성","LPG","1998","무단변속","9.5","4등급","137"
"SM6 1.8 (19"" Tire)","르노삼성","휘발유","1798","자동7","11.6","3등급","144"
"SM6 1.8 (18"" Tire)","르노삼성","휘발유","1798","자동7","11.8","3등급","141"
"SM6 1.3 (19"" Tire)","르노삼성","휘발유","1332","자동7","12.9","3등급","128"
"SM6 1.3 (18"" Tire)","르노삼성","휘발유","1332","자동7","13.3","3등급","123"
"SM6 1.3 (16"" Tire)","르노삼성","휘발유","1332","자동7","13.6","3등급","121"
"Mercedes-Benz GLE 400 d 4MATIC Coupe","벤츠","경유","2925","자동9","10.5","4등급","184"
"캐딜락 CT4 2.0T","GM","휘발유","1998","자동8","10.6","4등급","161"
"재규어 XF 20d","재규어","경유","1999","자동8","12.7","3등급","151"
"재규어 XF 20d AWD","재규어","경유","1999","자동8","12.4","3등급","155"
"재규어 E-PACE P250","재규어","휘발유","1997","자동9","9","5등급","189"
"마칸","포르쉐","휘발유","1984","자동7","8.7","5등급","200"
"벤츠 E 220 d","벤츠","경유","1950","자동9","13.9","2등급","136"
"모닝(JA PE)_1.0가솔린_14인치타이어_밴형","기아","휘발유","998","자동4","15.7","경형","104"
"Mercedes-Benz GLS 580 4MATIC","벤츠","휘발유","3982","자동9","7.3","5등급","243"
"Mercedes-AMG GLC 43 4MATIC Coupe","벤츠","휘발유","2996","자동9","8.1","5등급","217"
"벤츠 C 200 Cabriolet","벤츠","휘발유","1991","자동9","10.4","4등급","167"
"MINI John Cooper Works Clubman ALL4","BMW","휘발유","1998","자동8","10","4등급","170"
"모닝(JA PE)_1.0가솔린_16인치타이어","기아","휘발유","998","자동4","14.7","경형","112"
"모닝(JA PE)_1.0가솔린_14인치타이어","기아","휘발유","998","자동4","15.7","경형","104"
"Lincoln Corsair 2.0 (19인치)","포드","휘발유","1999","자동8","9.2","5등급","184"
"K3 1.6 가솔린 21MY CVT (15인치 타이어)","기아","휘발유","1598","무단변속","15.2","2등급","108"
"K3 1.6 가솔린 21MY CVT (17인치 타이어)","기아","휘발유","1598","무단변속","14.1","2등급","117"
"Lincoln Corsair 2.0","포드","휘발유","1999","자동8","9.2","5등급","184"
"Mercedes-AMG S 63 4MATIC Coupe","벤츠","휘발유","3982","자동9","7.4","5등급","241"
"Mercedes-Benz S 450 4MATIC(4인승)","벤츠","휘발유","2996","자동9","8.5","5등급","208"
"Mercedes-Benz S 450 4MATIC","벤츠","휘발유","2996","자동9","8.5","5등급","208"
"Mercedes-Benz S 450 4MATIC Coupe","벤츠","휘발유","2996","자동9","8.3","5등급","213"
"BMW M235i xDrive Gran Coupe","BMW","휘발유","1998","자동8","10.4","4등급","161"
"BMW 320i Touring","BMW","휘발유","1998","자동8","11.7","3등급","143"
"BMW M340i xDrive Touring","BMW","휘발유","2998","자동8","9.9","4등급","170"
"Mercedes-Benz C 200 Coupe	","벤츠","휘발유","1991","자동9","11.1","4등급","156"
"페라리 812 Superfast","페라리","휘발유","6496","자동7","5.4","5등급","328"
"BMW X5 M","BMW","휘발유","4395","자동8","6.7","5등급","258"
"Mercedes-AMG C 63 S Coupe","벤츠","휘발유","3982","자동9","8","5등급","220"
"Peugeot e-208","PSA Automobiles","전기","0","없음","4.4","고속","0"
"토요타 RAV4","토요타","휘발유","2487","자동8","11.5","4등급","143"
"ODYSSEY","혼다","휘발유","3471","자동10","9","5등급","187"
"BMW M2 CS","BMW","휘발유","2979","자동7","8.7","5등급","195"
"카이엔","포르쉐","휘발유","2995","자동8","7.8","5등급","223"
"Mercedes-Benz GLE 300 d 4MATIC","벤츠","경유","1950","자동9","10.7","4등급","181"
"Mercedes-AMG C 43 4MATIC Coupe","벤츠","휘발유","2996","자동9","8.7","5등급","201"
"Jetta 1.4 TSI","폭스바겐","휘발유","1395","자동8","13.7","3등급","123"
"X5 M Competition","BMW","휘발유","4395","자동8","6.7","5등급","258"
"카이엔 COUPE","포르쉐","휘발유","2995","자동8","7.8","5등급","223"
"카이엔 E-하이브리드 COUPE","포르쉐","전기+휘발유","2995","자동8","1.7/7.7","PHEV","102"
"카이엔 E-하이브리드 COUPE (5인승)","포르쉐","전기+휘발유","2995","자동8","1.7/7.7","PHEV","102"
"카이엔 COUPE (5인승)","포르쉐","휘발유","2995","자동8","7.8","5등급","223"
"쏘렌토 2.2디젤 2WD 5인 18인치타이어","기아","경유","2151","자동8","14.3","2등급","133"
"쏘렌토 2.2디젤 2WD 6인 18인치타이어","기아","경유","2151","자동8","14.3","2등급","133"
"쏘렌토 2.2디젤 2WD 5인 18인치타이어 (빌트인캠)","기아","경유","2151","자동8","14.2","2등급","134"
"쏘렌토 2.2디젤 2WD 6인 18인치타이어 (빌트인캠)","기아","경유","2151","자동8","14.2","2등급","134"
"아반떼 1.6 가솔린 15인치 타이어","현대","휘발유","1598","무단변속","15.4","2등급","106"
"쏘렌토 2.2디젤 4WD 5인 20인치타이어","기아","경유","2151","자동8","13","3등급","147"
"쏘렌토 2.2디젤 4WD 6인 20인치타이어","기아","경유","2151","자동8","13","3등급","147"
"쏘렌토 2.2디젤 4WD 5인 18인치타이어 (빌트인캠)","기아","경유","2151","자동8","13.3","3등급","144"
"쏘렌토 2.2디젤 4WD 6인 18인치타이어","기아","경유","2151","자동8","13.3","3등급","144"
"쏘렌토 2.2디젤 2WD 5인 20인치타이어","기아","경유","2151","자동8","13.7","3등급","139"
"쏘렌토 2.2디젤 2WD 6인 20인치타이어","기아","경유","2151","자동8","13.7","3등급","139"
"쏘렌토 2.2디젤 4WD 7인 20인치타이어","기아","경유","2151","자동8","13","3등급","147"
"쏘렌토 2.2디젤 4WD 7인 18인치타이어","기아","경유","2151","자동8","13.3","3등급","144"
"쏘렌토 2.2디젤 4WD 5인 18인치타이어","기아","경유","2151","자동8","13.9","2등급","137"
"쏘렌토 2.2디젤 2WD 7인 20인치타이어","기아","경유","2151","자동8","13.7","3등급","139"
"쏘렌토 2.2디젤 2WD 7인 18인치타이어","기아","경유","2151","자동8","14.3","2등급","133"
"쏘렌토 2.2디젤 2WD 7인 18인치타이어 (빌트인캠)","기아","경유","2151","자동8","14.2","2등급","134"
"Mercedes-Benz GLE 450 4MATIC","벤츠","휘발유","2999","자동9","8.7","5등급","200"
"아반떼 1.6 LPI 17인치 타이어","현대","LPG","1591","자동6","10.3","4등급","126"
"아반떼 1.6 LPI 16인치 타이어","현대","LPG","1591","자동6","10.5","4등급","123"
"아반떼 1.6 LPI 15인치 타이어","현대","LPG","1591","자동6","10.6","4등급","122"
"쏘렌토 1.6T-GDI 하이브리드 2WD 5인 17""(빌트인캠)","기아","휘발유","1598","자동6","15","2등급","108"
"쏘렌토 1.6T-GDI 하이브리드 2WD 6인 17""(빌트인캠)","기아","휘발유","1598","자동6","15","2등급","108"
"쏘렌토 1.6T-GDI 하이브리드 2WD 5인 17인치타이어","기아","휘발유","1598","자동6","15.3","2등급","106"
"쏘렌토 1.6T-GDI 하이브리드 2WD 6인 17인치타이어","기아","휘발유","1598","자동6","15.3","2등급","106"
"쏘렌토 1.6T-GDI 하이브리드 4WD 5인 19인치타이어","기아","휘발유","1598","자동6","13.2","3등급","124"
"쏘렌토 1.6T-GDI 하이브리드 4WD 6인 19인치타이어","기아","휘발유","1598","자동6","13.2","3등급","124"
"쏘렌토 1.6T-GDI 하이브리드 4WD 5인 17인치타이어","기아","휘발유","1598","자동6","13.7","3등급","120"
"쏘렌토 1.6T-GDI 하이브리드 4WD 6인 17인치타이어","기아","휘발유","1598","자동6","13.7","3등급","120"
"쏘렌토 1.6T-GDI 하이브리드 2WD 5인 19인치타이어","기아","휘발유","1598","자동6","14.3","2등급","115"
"쏘렌토 1.6T-GDI 하이브리드 2WD 6인 19인치타이어","기아","휘발유","1598","자동6","14.3","2등급","115"
"쏘렌토 1.6T-GDI 하이브리드 4WD 7인 19인치타이어","기아","휘발유","1598","자동6","13.2","3등급","124"
"쏘렌토 1.6T-GDI 하이브리드 4WD 7인 17인치타이어","기아","휘발유","1598","자동6","13.7","3등급","120"
"쏘렌토 1.6T-GDI 하이브리드 2WD 7인 19인치타이어","기아","휘발유","1598","자동6","14.3","2등급","115"
"쏘렌토 1.6T-GDI 하이브리드 2WD 7인 17""(빌트인캠)","기아","휘발유","1598","자동6","15","2등급","108"
"Mercedes-AMG C 43 4MATIC","벤츠","휘발유","2996","자동9","8.7","5등급","202"
"쏘렌토 1.6T-GDI 하이브리드 2WD 7인 17인치타이어","기아","휘발유","1598","자동6","15.3","2등급","106"
"Continental GT V8","벤틀리","휘발유","3996","자동8","7.4","5등급","238"
"페라리 812 GTS","페라리","휘발유","6496","자동7","5.3","5등급","337"
"e-tron 55 quattro","아우디","전기","0","없음","3","고속","0"
"GV80 2.5T-GDI AWD 5인 19인치타이어 (빌트인캠)","현대","휘발유","2497","자동8","8.8","5등급","194"
"GV80 2.5T-GDI AWD 5인 19인치타이어","현대","휘발유","2497","자동8","9","5등급","190"
"GV80 2.5T-GDI AWD 5인 20인치타이어","현대","휘발유","2497","자동8","8.6","5등급","199"
"GV80 2.5T-GDI AWD 7인 20인치타이어","현대","휘발유","2497","자동8","8.5","5등급","202"
"GV80 2.5T-GDI 2WD 5인 22인치타이어","현대","휘발유","2497","자동8","9.1","5등급","188"
"GV80 2.5T-GDI 2WD 5인 20인치타이어","현대","휘발유","2497","자동8","9.1","5등급","188"
"GV80 2.5T-GDI 2WD 7인 20인치타이어","현대","휘발유","2497","자동8","9.1","5등급","188"
"GV80 3.5T-GDI AWD 5인 20인치타이어 (빌트인캠)","현대","휘발유","3470","자동8","7.8","5등급","221"
"GV80 3.5T-GDI AWD 5인 22인치타이어","현대","휘발유","3470","자동8","7.8","5등급","221"
"GV80 3.5T-GDI AWD 7인 20인치타이어","현대","휘발유","3470","자동8","7.8","5등급","221"
"GV80 3.5T-GDI 2WD 7인 20인치타이어","현대","휘발유","3470","자동8","8.4","5등급","205"
"GV80 3.5T-GDI 2WD 5인 20인치타이어 (빌트인캠)","현대","휘발유","3470","자동8","8.4","5등급","205"
"GV80 3.5T-GDI AWD 5인 20인치타이어","현대","휘발유","3470","자동8","8","5등급","215"
"GV80 3.5T-GDI 2WD 7인 22인치타이어","현대","휘발유","3470","자동8","8.2","5등급","210"
"GV80 3.5T-GDI 2WD 5인 22인치타이어","현대","휘발유","3470","자동8","8.4","5등급","205"
"GV80 3.5T-GDI AWD 7인 22인치타이어","현대","휘발유","3470","자동8","7.8","5등급","221"
"GV80 3.5T-GDI 2WD 5인 20인치타이어","현대","휘발유","3470","자동8","8.6","5등급","199"
"GV80 2.5T-GDI AWD 7인 22인치타이어","현대","휘발유","2497","자동8","8.5","5등급","202"
"G80 2.2디젤 2WD 18인치타이어","현대","경유","2151","자동8","14.6","2등급","130"
"GV80 2.5T-GDI AWD 7인 19인치타이어 (빌트인캠)","현대","휘발유","2497","자동8","8.8","5등급","194"
"GV80 2.5T-GDI AWD 7인 19인치타이어","현대","휘발유","2497","자동8","9","5등급","190"
"GV80 2.5T-GDI AWD 5인 22인치타이어","현대","휘발유","2497","자동8","8.6","5등급","199"
"GV80 2.5T-GDI 2WD 7인 22인치타이어","현대","휘발유","2497","자동8","9.1","5등급","188"
"GV80 2.5T-GDI 2WD 7인 19인치타이어","현대","휘발유","2497","자동8","9.3","5등급","183"
"GV80 2.5T-GDI 2WD 5인 19인치타이어 (빌트인캠)","현대","휘발유","2497","자동8","9.5","4등급","179"
"GV80 2.5T-GDI 2WD 5인승 19인치 타이어","현대","휘발유","2497","자동8","9.7","4등급","175"
"S8L TFSI","아우디","휘발유","3996","자동8","7.2","5등급","246"
"LEAF PLUS","닛산","전기","0","없음","4.8","고속","0"
"LEAF","닛산","전기","0","없음","5.2","고속","0"
"G80 2.2디젤 AWD 19인치타이어","현대","경유","2151","자동8","12.7","3등급","151"
"G80 2.2디젤 AWD 18인치 (빌트인캠)","현대","경유","2151","자동8","13","3등급","147"
"G80 2.2디젤 AWD 18인치타이어","현대","경유","2151","자동8","13","3등급","147"
"G80 2.2디젤 2WD 19인치타이어","현대","경유","2151","자동8","14.4","2등급","132"
"G80 2.2디젤 2WD 18인치 (빌트인캠)","현대","경유","2151","자동8","14.4","2등급","132"
"아반떼 1.6 가솔린 15인치 타이어(MT)","현대","휘발유","1598","수동6","14.4","2등급","115"
"아반떼 1.6 가솔린 17인치 타이어","현대","휘발유","1598","무단변속","14.5","2등급","114"
"아반떼 1.6 가솔린 16인치 타이어","현대","휘발유","1598","무단변속","14.9","2등급","110"
"BMW X6 M","BMW","휘발유","4395","자동8","6.8","5등급","256"
"D2P","쎄미시스코","전기","0","없음","5.2","고속","0"
"CR-V HYBRID 4WD","혼다","휘발유","1993","무단변속","14.5","2등급","112"
"BMW M8 Gran Coupe","BMW","휘발유","4395","자동8","7.3","5등급","237"
"티볼리 1.6 디젤 2WD 6AT SCR 16인치 타이어","쌍용","경유","1597","자동6","15.2","2등급","124"
"티볼리 1.6 디젤 2WD 6AT SCR 18인치 타이어","쌍용","경유","1597","자동6","14.9","2등급","127"
"티볼리 1.6 디젤 AWD 6AT SCR","쌍용","경유","1597","자동6","13.9","2등급","137"
"티볼리 가솔린 1.5 MT 2WD 기준4","쌍용","휘발유","1497","수동6","12.5","3등급","131"
"티볼리 가솔린 1.5 AT 2WD 저공해3종 16인치 타이어","쌍용","휘발유","1497","자동6","12","3등급","138"
"티볼리 가솔린 1.5 AT 2WD 저공해3종 18인치 타이어","쌍용","휘발유","1497","자동6","11.8","3등급","140"
"티볼리 가솔린 1.5 AT AWD 저공해3종","쌍용","휘발유","1497","자동6","10.8","4등급","154"
"코란도 1.6 디젤 6MT 2WD SCR","쌍용","경유","1597","수동6","15.6","2등급","120"
"코란도 1.6 디젤 6AT 2WD SCR 17인치 타이어","쌍용","경유","1597","자동6","14.6","2등급","130"
"코란도 1.6 디젤 6AT 2WD SCR 19인치 타이어","쌍용","경유","1597","자동6","14.5","2등급","131"
"코란도 1.6 디젤 6AT AWD SCR","쌍용","경유","1597","자동6","14.1","2등급","135"
"Mercedes-AMG G 63","벤츠","휘발유","3982","자동9","5.9","5등급","301"
"코란도 가솔린 1.5 AT 2WD 저공해3종 17인치","쌍용","휘발유","1497","자동6","11.5","4등급","144"
"코란도 가솔린 1.5 AT 2WD 저공해3종 19인치","쌍용","휘발유","1497","자동6","11.3","4등급","147"
"코란도 가솔린 1.5 AT 4WD 저공해3종","쌍용","휘발유","1497","자동6","10.5","4등급","159"
"벨로스터 N 2.0T-GDI_8DCT","현대","휘발유","1998","자동8","10.2","4등급","167"
"XM3 1.6 (16"" tire)","르노삼성","휘발유","1598","무단변속","13.4","3등급","123"
"Mercedes-Benz A 250 4MATIC","벤츠","휘발유","1991","자동7","11.6","3등급","148"
"볼보 S90T8 AWD","볼보","전기+휘발유","1969","자동8","2.9/11.2","PHEV","63"
"렉서스 RX450hL","토요타","휘발유","3456","무단변속","12.3","3등급","134"
"렉서스 RX450hL","토요타","휘발유","3456","무단변속","12.3","3등급","134"
"레인지로버 벨라 SVAutobiography Dynamic","랜드로버","휘발유","4999","자동8","7.3","5등급","230"
"디스커버리 스포츠 P250","랜드로버","휘발유","1997","자동9","8.2","5등급","203"
"GV80 3.0디젤 AWD 7인 20인치타이어","현대","경유","2996","자동8","10.6","4등급","184"
"GV80 3.0디젤 AWD 7인 20인치타이어(DS)","현대","경유","2996","자동8","10.6","4등급","184"
"GV80 3.0디젤 AWD 7인 22인치타이어","현대","경유","2996","자동8","10.6","4등급","184"
"GV80 3.0디젤 AWD 5인 22인치타이어","현대","경유","2996","자동8","10.6","4등급","184"
"GV80 3.0디젤 2WD 7인 19인치 타이어","현대","경유","2996","자동8","11.2","4등급","173"
"GV80 3.0디젤 2WD 7인 19인치 타이어(DS)","현대","경유","2996","자동8","11.2","4등급","173"
"GV80 3.0디젤 2WD 7인 20인치 타이어","현대","경유","2996","자동8","11.2","4등급","173"
"GV80 3.0디젤 2WD 7인 20인치 타이어(DS)","현대","경유","2996","자동8","11.2","4등급","173"
"GV80 3.0디젤 2WD 7인 22인치 타이어","현대","경유","2996","자동8","11.2","4등급","173"
"GV80 3.0디젤 2WD 5인 19인치 타이어","현대","경유","2996","자동8","11.8","3등급","164"
"GV80 3.0디젤 2WD 5인 20인치 타이어","현대","경유","2996","자동8","11.6","3등급","167"
"GV80 3.0디젤 2WD 5인 20인치 타이어(DS)","현대","경유","2996","자동8","11.6","3등급","167"
"GV80 3.0디젤 2WD 5인 22인치 타이어","현대","경유","2996","자동8","11.6","3등급","167"
"GV80 3.0디젤 AWD 5인 20인치타이어(DS)","현대","경유","2996","자동8","10.6","4등급","184"
"GV80 3.0디젤 AWD 5인 20인치타이어","현대","경유","2996","자동8","10.6","4등급","184"
"GV80 3.0디젤 AWD 5인 19인치타이어","현대","경유","2996","자동8","10.9","4등급","179"
"GV80 3.0디젤 AWD 5인 19인치타이어(DS)","현대","경유","2996","자동8","10.9","4등급","179"
"GV80 3.0디젤 AWD 7인 19인치타이어","현대","경유","2996","자동8","10.9","4등급","179"
"GV80 3.0디젤 AWD 5인 22인치타이어(DS)","현대","경유","2996","자동8","10.6","4등급","184"
"GV80 3.0디젤 2WD 7인 22인치 타이어(DS)","현대","경유","2996","자동8","11.2","4등급","173"
"GV80 3.0디젤 2WD 5인 19인치 타이어(DS)","현대","경유","2996","자동8","11.8","3등급","164"
"GV80 3.0디젤 2WD 5인 22인치 타이어(DS)","현대","경유","2996","자동8","11.6","3등급","167"
"GV80 3.0디젤 AWD 7인 19인치타이어(DS)","현대","경유","2996","자동8","10.9","4등급","179"
"GV80 3.0디젤 AWD 7인 22인치 타이어(DS)","현대","경유","2996","자동8","10.4","4등급","188"
"Huracan EVO Spyder RWD","람보르기니","휘발유","5204","자동7","5.8","5등급","304"
"Huracan EVO RWD","람보르기니","휘발유","5204","자동7","6.1","5등급","292"
"R8 V10 performance","아우디","휘발유","5204","자동7","6.2","5등급","288"
"CR-V HYBRID 4WD","혼다","휘발유","1993","무단변속","14.5","2등급","112"
"짚 레니게이드 1.6","크라이슬러","경유","1598","자동6","15.6","2등급","120"
"CHEVROLET COLORADO RWD","GM","휘발유","3649","자동8","8.3","5등급","210"
"CHEVROLET COLORADO AWD","GM","휘발유","3649","자동8","8.1","5등급","216"
"G80 3.5T-GDI AWD 20인치타이어","현대","휘발유","3470","자동8","8.4","5등급","207"
"G80 3.5T-GDI AWD 19인치 (빌트인캠)","현대","휘발유","3470","자동8","8.4","5등급","205"
"G80 3.5T-GDI AWD 19인치타이어","현대","휘발유","3470","자동8","8.4","5등급","203"
"G80 3.5T-GDI 2WD 20인치타이어","현대","휘발유","3470","자동8","9.1","5등급","188"
"G80 3.5T-GDI 2WD 19인치타이어","현대","휘발유","3470","자동8","9.2","5등급","187"
"G80 3.5T-GDI 2WD 19인치 (빌트인캠)","현대","휘발유","3470","자동8","9.1","5등급","189"
"카이엔 E-하이브리드","포르쉐","전기+휘발유","2995","자동8","1.7/7.7","PHEV","102"
"트레일블레이저 1.2 TURBO FWD","한국지엠","휘발유","1199","무단변속","12.6","3등급","135"
"트레일블레이저 1.2 TURBO FWD","한국지엠","휘발유","1199","무단변속","13","3등급","130"
"G80 2.5T-GDI AWD 20인치타이어","현대","휘발유","2497","자동8","9.8","4등급","174"
"G80 2.5T-GDI AWD 19인치타이어","현대","휘발유","2497","자동8","9.8","4등급","173"
"G80 2.5T-GDI AWD 18인치 (빌트인캠)","현대","휘발유","2497","자동8","9.9","4등급","171"
"G80 2.5T-GDI AWD 18인치타이어","현대","휘발유","2497","자동8","10.1","4등급","167"
"G80 2.5T-GDI 2WD 20인치타이어","현대","휘발유","2497","자동8","10.6","4등급","160"
"G80 2.5T-GDI 2WD 19인치타이어","현대","휘발유","2497","자동8","10.6","4등급","160"
"G80 2.5T-GDI 2WD 18인치 (빌트인캠)","현대","휘발유","2497","자동8","10.7","4등급","158"
"G80 2.5T-GDI 2WD 18인치타이어","현대","휘발유","2497","자동8","10.8","4등급","157"
"BMW X5 xDrive40i","BMW","휘발유","2998","자동8","8","5등급","216"
"디스커버리 스포츠 D150","랜드로버","경유","1999","자동9","11.4","4등급","170"
"Touareg 4.0 TDI","폭스바겐","경유","3956","자동8","9.1","5등급","216"
"재규어 XE P250","재규어","휘발유","1997","자동8","10.4","4등급","158"
"Touareg 3.0 TDI","폭스바겐","경유","2967","자동8","10.3","4등급","188"
"재규어 XE P300 AWD","재규어","휘발유","1997","자동8","9.1","5등급","183"
