모델명,제조(수입사),차종,유형,복합_연비,1회충전주행거리,도심_연비,고속도로_연비,등급
스타리아(US4) 라운지 리무진 1.6T-GDI 하이브리드 6AT 9인 18인치,현대자동차㈜,승용차,기타형,12.1,,13.2,11,3등급
Q6 Sportback e-tron,폭스바겐그룹코리아 주식회사,승용차,다목적형,4.4,379,4.8,4.1,3등급
볼보 EX30 Single Motor ER,㈜볼보자동차코리아,승용차,다목적형,4.8,351,5.2,4.4,3등급
MINI Cooper C Five-door,BMW코리아㈜,승용차,일반형,12.3,,10.7,15.2,3등급
MINI John Cooper Works,BMW코리아㈜,승용차,일반형,12,,10.6,14.3,3등급
스타리아(US4) 라운지 리무진 1.6T-GDI 하이브리드 6AT 7인 18인치,현대자동차㈜,승용차,기타형,12.1,,13.2,11,3등급
Q6 Sportback e-tron performance,폭스바겐그룹코리아 주식회사,승용차,다목적형,4.2,444,4.6,3.8,3등급
Q6 e-tron performance range,폭스바겐그룹코리아 주식회사,승용차,다목적형,4.8,507,5.2,4.4,3등급
GV60(JW FL) 4WD 20인치,현대자동차㈜,승용차,다목적형,4.4,415,4.7,4.1,3등급
GV60(JW FL) 4WD 19인치,현대자동차㈜,승용차,다목적형,4.6,437,5,4.2,3등급
BMW iX1 eDrive20,BMW코리아㈜,승용차,일반형,4.6,340,4.8,4.5,3등급
MUSSO EV 2WD 17인치,케이지모빌리티 주식회사,화물차,일반형,4.2,400,4.6,3.8,3등급
팰리세이드(LX3) 2.5T-GDI HEV AWD 6AT 9인 18인치,현대자동차㈜,승용차,다목적형,12.5,,12.5,12.5,3등급
팰리세이드(LX3) 2.5T-GDI HEV 2WD 6AT 9인 21인치,현대자동차㈜,승용차,다목적형,12.5,,12.5,12.5,3등급
티볼리 1.6 디젤 2WD 6AT SCR 18인치 타이어,케이지모빌리티 주식회사,승용차,기타형,14.9,,13.8,16.4,2등급
티볼리 1.6 디젤 AWD 6AT SCR,케이지모빌리티 주식회사,승용차,기타형,13.9,,12.6,15.8,2등급
코란도 1.6 디젤 6MT 2WD SCR,케이지모빌리티 주식회사,승용차,다목적형,15.6,,14.7,16.8,2등급
코란도 1.6 디젤 6AT 2WD SCR 17인치 타이어,케이지모빌리티 주식회사,승용차,다목적형,14.6,,13.6,15.9,2등급
코란도 1.6 디젤 6AT 2WD SCR 19인치 타이어,케이지모빌리티 주식회사,승용차,다목적형,14.5,,13.5,15.8,2등급
코란도 1.6 디젤 6AT AWD SCR,케이지모빌리티 주식회사,승용차,다목적형,14.1,,12.9,15.8,2등급
티볼리 1.6 디젤 2WD 6AT SCR 16인치 타이어,케이지모빌리티 주식회사,승용차,기타형,15.2,,14.1,16.6,2등급
CR-V HYBRID 4WD,혼다코리아(주),승용차,다목적형,14.5,,15.3,13.6,2등급
G80 2.2디젤 2WD 18인치타이어,현대자동차㈜,승용차,일반형,14.6,,12.6,18.1,2등급
G80 2.2디젤 2WD 19인치타이어,현대자동차㈜,승용차,일반형,14.4,,12.5,17.5,2등급
G80 2.2디젤 2WD 18인치 (빌트인캠),현대자동차㈜,승용차,일반형,14.4,,12.5,17.7,2등급
"쏘렌토 1.6T-GDI 하이브리드 2WD 7인 17""(빌트인캠)",기아 주식회사,승용차,다목적형,15,,15.9,14,2등급
쏘렌토 1.6T-GDI 하이브리드 2WD 7인 17인치타이어,기아 주식회사,승용차,다목적형,15.3,,16.3,14.2,2등급
쏘렌토 2.2디젤 4WD 5인 18인치타이어,기아 주식회사,승용차,다목적형,13.9,,12.5,16,2등급
쏘렌토 2.2디젤 2WD 7인 18인치타이어,기아 주식회사,승용차,다목적형,14.3,,12.9,16.4,2등급
쏘렌토 2.2디젤 2WD 7인 18인치타이어 (빌트인캠),기아 주식회사,승용차,다목적형,14.2,,12.8,16.3,2등급
쏘렌토 1.6T-GDI 하이브리드 2WD 7인 19인치타이어,기아 주식회사,승용차,다목적형,14.3,,15.1,13.4,2등급
쏘렌토 2.2디젤 2WD 5인 18인치타이어,기아 주식회사,승용차,다목적형,14.3,,12.9,16.4,2등급
쏘렌토 2.2디젤 2WD 6인 18인치타이어,기아 주식회사,승용차,다목적형,14.3,,12.9,16.4,2등급
쏘렌토 2.2디젤 2WD 5인 18인치타이어 (빌트인캠),기아 주식회사,승용차,다목적형,14.2,,12.8,16.3,2등급
쏘렌토 2.2디젤 2WD 6인 18인치타이어 (빌트인캠),기아 주식회사,승용차,다목적형,14.2,,12.8,16.3,2등급
"쏘렌토 1.6T-GDI 하이브리드 2WD 5인 17""(빌트인캠)",기아 주식회사,승용차,다목적형,15,,15.9,14,2등급
"쏘렌토 1.6T-GDI 하이브리드 2WD 6인 17""(빌트인캠)",기아 주식회사,승용차,다목적형,15,,15.9,14,2등급
쏘렌토 1.6T-GDI 하이브리드 2WD 5인 17인치타이어,기아 주식회사,승용차,다목적형,15.3,,16.3,14.2,2등급
쏘렌토 1.6T-GDI 하이브리드 2WD 6인 17인치타이어,기아 주식회사,승용차,다목적형,15.3,,16.3,14.2,2등급
쏘렌토 1.6T-GDI 하이브리드 2WD 5인 19인치타이어,기아 주식회사,승용차,다목적형,14.3,,15.1,13.4,2등급
쏘렌토 1.6T-GDI 하이브리드 2WD 6인 19인치타이어,기아 주식회사,승용차,다목적형,14.3,,15.1,13.4,2등급
아반떼 1.6 가솔린 15인치 타이어(MT),현대자동차㈜,승용차,일반형,14.4,,12.8,16.9,2등급
아반떼 1.6 가솔린 17인치 타이어,현대자동차㈜,승용차,일반형,14.5,,13.1,16.6,2등급
아반떼 1.6 가솔린 16인치 타이어,현대자동차㈜,승용차,일반형,14.9,,13.3,17.3,2등급
아반떼 1.6 가솔린 15인치 타이어,현대자동차㈜,승용차,일반형,15.4,,13.8,17.7,2등급
K3 1.6 가솔린 21MY CVT (15인치 타이어),기아 주식회사,승용차,일반형,15.2,,13.6,17.7,2등급
K3 1.6 가솔린 21MY CVT (17인치 타이어),기아 주식회사,승용차,일반형,14.1,,12.6,16.3,2등급
LEAF,한국닛산(주),승용차,일반형,5.2,240,5.7,4.8,2등급
벤츠 E 220 d,메르세데스-벤츠코리아(주),승용차,일반형,13.9,,13.1,15.1,2등급
쏘나타(DN8) 1.6 T-GDI_17인치타이어_21MY,현대자동차㈜,승용차,일반형,13.8,,12.3,16.2,2등급
싼타페 2.2디젤 2WD 5인 18인치타이어,현대자동차㈜,승용차,다목적형,14.2,,13,15.9,2등급
싼타페 2.2디젤 2WD 7인 18인치타이어,현대자동차㈜,승용차,다목적형,14.2,,13,15.9,2등급
싼타페 2.2디젤 2WD 5인 18인치타이어(빌트인캠),현대자동차㈜,승용차,다목적형,13.9,,12.7,15.8,2등급
싼타페 2.2디젤 2WD 7인 18인치타이어(빌트인캠),현대자동차㈜,승용차,다목적형,13.9,,12.7,15.8,2등급
투싼 1.6T-GDI 하이브리드 6AT (빌트인캠),현대자동차㈜,승용차,다목적형,15.8,,16.3,15.2,2등급
투싼 2.0디젤 2WD 8AT 19인치 (빌트인캠),현대자동차㈜,승용차,다목적형,13.9,,12.7,15.6,2등급
투싼 2.0디젤 2WD 8AT 18인치 (빌트인캠),현대자동차㈜,승용차,다목적형,14.2,,12.9,16,2등급
투싼 2.0디젤 2WD 8AT 18인치,현대자동차㈜,승용차,다목적형,14.3,,12.9,16.3,2등급
투싼 2.0디젤 2WD 8AT 17인치,현대자동차㈜,승용차,다목적형,14.8,,13.5,16.7,2등급
MINI Cooper D Countryman ,BMW코리아㈜,승용차,일반형,15.2,,13.9,17,2등급
MINI Cooper SD Countryman ALL4,BMW코리아㈜,승용차,일반형,14.3,,12.8,16.5,2등급
BMW 218d Gran Coupe,BMW코리아㈜,승용차,일반형,14.3,,13.1,16.1,2등급
BMW 420d Coupe,BMW코리아㈜,승용차,일반형,14.3,,12.9,16.4,2등급
MINI Cooper D Countryman ALL4,BMW코리아㈜,승용차,일반형,14.5,,13.2,16.5,2등급
BMW 320d,BMW코리아㈜,승용차,일반형,14.9,,13.4,17.3,2등급
Q3 Sportback 35 TDI quattro,폭스바겐그룹코리아 주식회사,승용차,다목적형,14,,12.6,16.4,2등급
ACCORD 1.5T,혼다코리아(주),승용차,일반형,13.9,,12.8,15.7,2등급
BMW 320d xDrive,BMW코리아㈜,승용차,일반형,14.1,,12.6,16.5,2등급
투싼 2.0디젤 2WD 8AT 19인치,현대자동차㈜,승용차,다목적형,13.9,,12.7,15.6,2등급
코나(PE) 1.6T-GDI 2WD 16인치/17인치타이어,현대자동차㈜,승용차,다목적형,13.9,,12.7,15.7,2등급
G70(IK PE) 2.2디젤 2WD_18/19인치타이어,현대자동차㈜,승용차,일반형,14.2,,12.8,16.2,2등급
G70(IK PE) 2.2디젤 2WD_17인치(빌트인캠),현대자동차㈜,승용차,일반형,14.7,,13,17.3,2등급
G70(IK PE) 2.2디젤 2WD_17인치타이어,현대자동차㈜,승용차,일반형,14.9,,13.3,17.4,2등급
Q3 35 TDI quattro,폭스바겐그룹코리아 주식회사,승용차,다목적형,14.2,,13.1,15.8,2등급
A6 40 TDI,폭스바겐그룹코리아 주식회사,승용차,일반형,15,,13.7,17,2등급
A6 40 TDI quattro,폭스바겐그룹코리아 주식회사,승용차,일반형,14.2,,12.9,16.4,2등급
A4 40 TDI quattro,폭스바겐그룹코리아 주식회사,승용차,일반형,15.6,,14.4,17.4,2등급
A5 Sportback 40 TDI quattro,폭스바겐그룹코리아 주식회사,승용차,일반형,15,,13.6,17.1,2등급
스포티지 1.6디젤 4WD (PE/18“ 타이어)(21),기아 주식회사,승용차,다목적형,13.9,,13.1,14.9,2등급
스포티지 1.6디젤 4WD (PE/17“ 타이어)(21),기아 주식회사,승용차,다목적형,14,,13.6,14.4,2등급
스포티지 1.6디젤 2WD (PE/19“ 타이어)(21),기아 주식회사,승용차,다목적형,14.9,,14.2,15.7,2등급
스포티지 1.6디젤 2WD (PE/18“ 타이어)(21),기아 주식회사,승용차,다목적형,15.2,,14.4,16.1,2등급
스포티지 1.6디젤 2WD (PE/17“ 타이어)(21),기아 주식회사,승용차,다목적형,15.8,,15.3,16.4,2등급
"셀토스 1.6디젤 4WD 18"" 타이어 (21)",기아 주식회사,승용차,다목적형,14.3,,13.6,15.1,2등급
"셀토스 1.6디젤 4WD 17"" 타이어 (21)",기아 주식회사,승용차,다목적형,14.8,,14,15.9,2등급
"셀토스 1.6디젤 4WD 16"" 타이어 (21)",기아 주식회사,승용차,다목적형,15.3,,14.5,16.3,2등급
코란도 1.6 디젤 6AT 2WD SCR Step2 17인치 타이어,케이지모빌리티 주식회사,승용차,기타형,14.3,,13.2,15.9,2등급
코란도 1.6 디젤 6AT 2WD SCR Step2 19인치 타이어,케이지모빌리티 주식회사,승용차,기타형,14.2,,13,15.9,2등급
코란도 1.6 디젤 6AT AWD SCR Step2,케이지모빌리티 주식회사,승용차,기타형,14.1,,12.8,16,2등급
렉서스 UX250h AWD,한국토요타자동차㈜,승용차,다목적형,15,,15.6,14.4,2등급
Tiguan 2.0TDI,폭스바겐그룹코리아 주식회사,승용차,다목적형,15.6,,14.2,17.6,2등급
Mercedes-Benz GLB 200 d,메르세데스-벤츠코리아(주),승용차,다목적형,14.2,,13,16,2등급
토요타 Sienna Hybrid 2WD,한국토요타자동차㈜,승용차,기타형,14.5,,15,14,2등급
아이오닉5 항속형 RWD 19인치,현대자동차㈜,승용차,다목적형,5.1,429,5.9,4.5,2등급
아이오닉5 항속형 RWD 19인치 빌트인캠,현대자동차㈜,승용차,다목적형,5.1,421,5.8,4.4,2등급
Arteon 2.0TDI,폭스바겐그룹코리아 주식회사,승용차,일반형,15.5,,13.7,18.5,2등급
"XM3 1.3 (17"" tire) LRRC",르노코리아 주식회사,승용차,기타형,13.8,,12.2,16.3,2등급
Peugeot 5008 1.5 BlueHDi,스텔란티스코리아 주식회사,승용차,다목적형,14.9,,14.6,15.3,2등급
Peugeot 508SW 1.5 BlueHDi_(19inch tire),스텔란티스코리아 주식회사,승용차,일반형,15.6,,14.3,17.7,2등급
K3 1.6 가솔린 CVT PE (16인치 타이어),기아 주식회사,승용차,일반형,14.4,,12.8,16.8,2등급
쏘나타(DN8) 1.6 T-GDI 17인치타이어_22MY,현대자동차㈜,승용차,일반형,13.8,,12.3,16.2,2등급
아이오닉5 기본형 RWD 19인치,현대자동차㈜,승용차,다목적형,5.1,336,5.8,4.5,2등급
"싼타페 1.6T-GDI 하이브리드 2WD 7인 19""타이어",현대자동차㈜,승용차,다목적형,14.3,,15.2,13.3,2등급
"싼타페 1.6T-GDI 하이브리드 2WD 7인 17""(빌트인캠)",현대자동차㈜,승용차,다목적형,15,,16.1,13.8,2등급
"싼타페 1.6T-GDI 하이브리드 2WD 7인 17""타이어",현대자동차㈜,승용차,다목적형,15.3,,16.4,14,2등급
"싼타페 1.6T-GDI 하이브리드 2WD 5인 19""타이어",현대자동차㈜,승용차,다목적형,14.3,,15.2,13.3,2등급
"싼타페 1.6T-GDI 하이브리드 2WD 5인 17""(빌트인캠)",현대자동차㈜,승용차,다목적형,15,,16.1,13.8,2등급
"싼타페 1.6T-GDI 하이브리드 2WD 5인 17""타이어",현대자동차㈜,승용차,다목적형,15.3,,16.4,14,2등급
Peugeot 508 1.5 BlueHDi_(19inch tire),스텔란티스코리아 주식회사,승용차,일반형,15.6,,14.3,17.7,2등급
DS7 Crossback 1.5 BlueHDi,스텔란티스코리아 주식회사,승용차,다목적형,14.9,,14.6,15.3,2등급
Peugeot 3008 1.5 BlueHDi,스텔란티스코리아 주식회사,승용차,다목적형,15.8,,14.5,17.8,2등급
Peugeot 5008 2.0 BlueHDi,스텔란티스코리아 주식회사,승용차,다목적형,15,,13.4,17.4,2등급
아이오닉5 기본형 RWD 19인치,현대자동차㈜,승용차,다목적형,5.1,336,5.8,4.5,2등급
투싼 1.6T-GDI 하이브리드 6AT 19인치,현대자동차㈜,승용차,다목적형,15.8,,16.7,14.8,2등급
투싼 1.6T-GDI 하이브리드 6AT 19인치 (빌트인캠),현대자동차㈜,승용차,다목적형,15.3,,16,14.5,2등급
EV6 항속형 4WD 19인치,기아 주식회사,승용차,다목적형,5,441,5.6,4.5,2등급
EV6 항속형 RWD 19인치(빌트인캠미적용),기아 주식회사,승용차,다목적형,5.4,475,6.1,4.7,2등급
EV6 항속형 RWD 19인치(빌트인캠적용),기아 주식회사,승용차,다목적형,5.3,470,6,4.7,2등급
EV6 기본형 RWD 19인치,기아 주식회사,승용차,다목적형,5.6,370,6.4,4.9,2등급
G80 2.2디젤 2WD 19인치 (SP),현대자동차㈜,승용차,일반형,13.9,,12.1,16.9,2등급
스포티지 2.0디젤 2WD 8AT 19인치 (빌트인캠),기아 주식회사,승용차,다목적형,13.9,,12.5,15.9,2등급
스포티지 2.0디젤 2WD 8AT 19인치,기아 주식회사,승용차,다목적형,14.1,,12.7,16.2,2등급
스포티지 2.0디젤 2WD 8AT 18인치 (빌트인캠),기아 주식회사,승용차,다목적형,13.9,,12.5,16,2등급
스포티지 2.0디젤 2WD 8AT 18인치,기아 주식회사,승용차,다목적형,14,,12.5,16.2,2등급
스포티지 2.0디젤 2WD 8AT 17인치,기아 주식회사,승용차,다목적형,14.6,,13.4,16.2,2등급
GV60 RWD 19인치,현대자동차㈜,승용차,다목적형,5.1,451,5.7,4.5,2등급
BMW 420d Gran Coupe,BMW코리아㈜,승용차,일반형,15,,13.4,17.5,2등급
BMW 320d(MY22),BMW코리아㈜,승용차,일반형,15.1,,13.6,17.4,2등급
EV6 기본형 4WD 19인치,기아 주식회사,승용차,다목적형,5.3,351,6,4.7,2등급
CHEVROLET BOLT EUV,한국지엠주식회사,승용차,일반형,5.5,403,6.1,5,2등급
스포티지 1.6T-GDI 하이브리드 4WD 6AT (빌트인캠),기아 주식회사,승용차,다목적형,14.8,,14.6,14.9,2등급
스포티지 1.6T-GDI 하이브리드 4WD 6AT,기아 주식회사,승용차,다목적형,15.2,,15.4,14.9,2등급
"Mercedes-Benz CLS300 d 4MATIC	",메르세데스-벤츠코리아(주),승용차,일반형,13.9,,12.6,15.9,2등급
Q3 Sportback 35 TDI,폭스바겐그룹코리아 주식회사,승용차,다목적형,14.8,,13.4,16.9,2등급
Q3 35 TDI,폭스바겐그룹코리아 주식회사,승용차,다목적형,14.8,,13.4,16.9,2등급
쏘렌토 2.2디젤 2WD 7인 18인치타이어 (빌트인캠)(22),기아 주식회사,승용차,다목적형,14,,12.6,16.2,2등급
쏘렌토 2.2디젤 2WD 7인 18인치 타이어(22),기아 주식회사,승용차,다목적형,14.1,,12.7,16.4,2등급
쏘렌토 2.2디젤 2WD 5인 18인치타이어 (빌트인캠)(22),기아 주식회사,승용차,다목적형,14,,12.6,16.2,2등급
쏘렌토 2.2디젤 2WD 6인 18인치타이어 (빌트인캠)(22),기아 주식회사,승용차,다목적형,14,,12.6,16.2,2등급
쏘렌토 2.2디젤 2WD 5인 18인치 타이어(22),기아 주식회사,승용차,다목적형,14.1,,12.7,16.4,2등급
쏘렌토 2.2디젤 2WD 6인 18인치 타이어(22),기아 주식회사,승용차,다목적형,14.1,,12.7,16.4,2등급
"싼타페 1.6T-GDI HEV 2WD 5인 19""타이어(22MY)",현대자동차㈜,승용차,다목적형,14.3,,15.2,13.3,2등급
"싼타페 1.6T-GDI HEV 2WD 6인 19""타이어(22MY)",현대자동차㈜,승용차,다목적형,14.3,,15.2,13.3,2등급
"싼타페 1.6T-GDI HEV 2WD 7인 19""타이어(22MY)",현대자동차㈜,승용차,다목적형,14.3,,15.2,13.3,2등급
"싼타페 1.6T-GDI HEV 2WD 5인 17""타이어(22MY)",현대자동차㈜,승용차,다목적형,15.3,,16.4,14,2등급
"싼타페 1.6T-GDI HEV 2WD 5인 17""(빌트인캠)(22MY)",현대자동차㈜,승용차,다목적형,15,,16.1,13.8,2등급
"싼타페 1.6T-GD HEV 2WD 6인 17""(빌트인캠)(22MY)",현대자동차㈜,승용차,다목적형,15,,16.1,13.8,2등급
"싼타페 1.6T-GDI HEV 2WD 7인 17""타이어(22MY)",현대자동차㈜,승용차,다목적형,15.3,,16.4,14,2등급
"싼타페 1.6T-GDI HEV 2WD 7인 17""(빌트인캠)(22MY)",현대자동차㈜,승용차,다목적형,15,,16.1,13.8,2등급
투싼 2.0디젤 2WD 8AT 17인치(22),현대자동차㈜,승용차,다목적형,14.5,,13,16.8,2등급
"싼타페 1.6T-GDI HEV 2WD 6인 17""타이어(22MY)",현대자동차㈜,승용차,다목적형,15.3,,16.4,14,2등급
싼타페 2.2디젤 2WD 7인 18인치(빌트인캠)(22),현대자동차㈜,승용차,다목적형,14,,12.7,15.8,2등급
싼타페 2.2디젤 2WD 7인 18인치(22),현대자동차㈜,승용차,다목적형,14.1,,12.8,16,2등급
싼타페 2.2디젤 2WD 5인 18인치(빌트인캠)(22),현대자동차㈜,승용차,다목적형,14,,12.7,15.8,2등급
싼타페 2.2디젤 2WD 6인 18인치(빌트인캠)(22),현대자동차㈜,승용차,다목적형,14,,12.7,15.8,2등급
싼타페 2.2디젤 2WD 5인 18인치(22),현대자동차㈜,승용차,다목적형,14.1,,12.8,16,2등급
싼타페 2.2디젤 2WD 6인 18인치(22),현대자동차㈜,승용차,다목적형,14.1,,12.8,16,2등급
스포티지 2.0디젤 2WD 8AT 19인치 (빌트인캠)(22),기아 주식회사,승용차,다목적형,13.8,,12.3,16,2등급
스포티지 2.0디젤 2WD 8AT 19인치(22),기아 주식회사,승용차,다목적형,14,,12.5,16.2,2등급
스포티지 2.0디젤 2WD 8AT 18인치 (빌트인캠)(22),기아 주식회사,승용차,다목적형,13.8,,12.3,16.1,2등급
스포티지 2.0디젤 2WD 8AT 18인치(22),기아 주식회사,승용차,다목적형,13.9,,12.3,16.3,2등급
스포티지 2.0디젤 2WD 8AT 17인치(22),기아 주식회사,승용차,다목적형,14.5,,12.9,17,2등급
투싼 2.0디젤 2WD 8AT 19인치(빌트인캠)(22),현대자동차㈜,승용차,다목적형,13.8,,12.5,15.7,2등급
투싼 2.0디젤 2WD 8AT 18인치(빌트인캠)(22),현대자동차㈜,승용차,다목적형,14.1,,12.6,16.3,2등급
투싼 2.0디젤 2WD 8AT 18인치(22),현대자동차㈜,승용차,다목적형,14.2,,12.8,16.3,2등급
투싼 2.0디젤 2WD 8AT 19인치(22),현대자동차㈜,승용차,다목적형,13.8,,12.5,15.7,2등급
토요타 RAV4 Hybrid AWD,한국토요타자동차㈜,승용차,다목적형,15.2,,15.8,14.6,2등급
토요타 RAV4 Hybrid 2WD,한국토요타자동차㈜,승용차,다목적형,15.5,,16.2,14.7,2등급
Arteon 2.0TDI 4Motion,폭스바겐그룹코리아 주식회사,승용차,일반형,13.8,,12.4,16.2,2등급
렉서스 NX350h,한국토요타자동차㈜,승용차,다목적형,14,,14.3,13.6,2등급
아이오닉5 항속형 RWD 19인치 (77.4kWh),현대자동차㈜,승용차,다목적형,5.2,458,5.9,4.5,2등급
아이오닉5 항속형 RWD 19인치 빌트인캠 (77.4kWh),현대자동차㈜,승용차,다목적형,5.1,450,5.8,4.4,2등급
Tiguan Allspace 2.0 TDI,폭스바겐그룹코리아 주식회사,승용차,다목적형,14.6,,13.3,16.7,2등급
아반떼 1.6 가솔린 16인치 타이어(22MY),현대자동차㈜,승용차,일반형,14.9,,13.3,17.3,2등급
아반떼 1.6 가솔린 15인치 타이어(22MY),현대자동차㈜,승용차,일반형,15.4,,13.8,17.7,2등급
니로 EV 17인치,기아 주식회사,승용차,기타형,5.3,401,5.9,4.8,2등급
니로 플러스 EV 항속형 2WD 17인치,기아 주식회사,승용차,기타형,5.3,392,6,4.7,2등급
투싼 1.6T-GDI HEV 6AT 4WD 17/18인치,현대자동차㈜,승용차,다목적형,15.3,,16,14.6,2등급
투싼 1.6T-GDI HEV 6AT 4WD 19인치,현대자동차㈜,승용차,다목적형,15.1,,15.6,14.6,2등급
투싼 1.6T-GDI HEV 6AT 4WD 17/18인치 빌트인캠,현대자동차㈜,승용차,다목적형,14.9,,15.2,14.6,2등급
투싼 1.6T-GDI HEV 6AT 4WD 19인치 빌트인캠,현대자동차㈜,승용차,다목적형,14.7,,14.9,14.5,2등급
BMW 320d Touring,BMW코리아㈜,승용차,일반형,14.2,,12.8,16.4,2등급
BMW 320d,BMW코리아㈜,승용차,일반형,15,,13.8,16.9,2등급
아이오닉6 항속형 AWD 18인치,현대자동차㈜,승용차,일반형,5.5,484,5.9,5.2,2등급
아이오닉6 항속형 RWD 20인치,현대자동차㈜,승용차,일반형,5.1,452,5.7,4.6,2등급
Jetta,폭스바겐그룹코리아 주식회사,승용차,일반형,14.1,,12.3,17.1,2등급
